2011-2016 interstate migration flows by age and sex,,,,,,,,,,,,
,,,,Destination,,,,,,,,
,,,,stayers,NSW,VIC,QLD,SA,WA,TAS,NT,ACT
state_name,state_code,sex,age,stayers,D1,D2,D3,D4,D5,D6,D7,D8
WA,5,M,85,12423,16,16,3,8,0,16,0,0
TAS,6,M,0,0,0,0,0,0,0,0,0,0
TAS,6,M,5,13553,144,225,355,59,127,0,16,14
TAS,6,M,10,13403,98,186,241,36,100,0,22,11
TAS,6,M,15,13731,119,307,224,28,66,0,20,26
TAS,6,M,20,11962,255,888,433,90,168,0,59,83
TAS,6,M,25,10220,282,784,467,80,309,0,48,56
TAS,6,M,30,10522,182,476,296,45,168,0,20,27
TAS,6,M,35,10316,144,233,270,29,113,0,31,21
TAS,6,M,40,12097,143,221,261,48,124,0,25,12
TAS,6,M,45,13567,122,201,227,38,80,0,24,9
TAS,6,M,50,14244,134,143,233,33,78,0,21,15
TAS,6,M,55,14935,103,134,225,24,44,0,16,10
TAS,6,M,60,13973,97,96,169,9,43,0,8,8
TAS,6,M,65,13262,85,123,171,26,31,0,0,4
TAS,6,M,70,9770,78,56,117,15,21,0,0,4
TAS,6,M,75,6873,28,25,42,13,13,0,0,6
TAS,6,M,80,4252,21,7,15,7,3,0,0,0
TAS,6,M,85,3431,4,3,5,0,0,0,0,0
NT,7,M,0,0,0,0,0,0,0,0,0,0
NT,7,M,5,5968,300,246,666,211,259,51,0,49
NT,7,M,10,5727,167,211,468,150,164,15,0,41
NT,7,M,15,5390,115,184,436,204,112,19,0,40
NT,7,M,20,4548,163,285,433,254,154,17,0,45
NT,7,M,25,4791,415,325,627,238,266,39,0,55
NT,7,M,30,5077,504,467,756,282,333,50,0,67
NT,7,M,35,4897,318,305,584,203,257,31,0,75
NT,7,M,40,5108,255,240,500,174,205,38,0,64
NT,7,M,45,5298,178,148,467,123,170,28,0,38
NT,7,M,50,4962,125,128,365,114,123,28,0,22
NT,7,M,55,4393,124,97,354,164,108,24,0,7
NT,7,M,60,3726,95,85,326,167,71,27,0,18
NT,7,M,65,2843,91,101,314,126,54,16,0,3
NT,7,M,70,1741,53,26,118,57,12,4,0,0
NT,7,M,75,984,9,6,45,12,6,0,0,0
NT,7,M,80,452,0,0,6,6,0,0,0,0
NT,7,M,85,280,0,0,10,0,0,0,0,0
ACT,8,M,0,0,0,0,0,0,0,0,0,0
ACT,8,M,5,9875,815,189,350,50,65,16,35,0
ACT,8,M,10,9032,592,131,252,41,28,12,15,0
ACT,8,M,15,8867,478,128,179,25,21,3,4,0
ACT,8,M,20,8301,993,465,331,78,66,17,48,0
ACT,8,M,25,8749,1755,812,511,105,110,22,92,0
ACT,8,M,30,9916,1456,667,483,104,146,40,35,0
ACT,8,M,35,9990,1013,374,368,76,116,15,24,0
ACT,8,M,40,10102,851,258,335,65,63,18,26,0
ACT,8,M,45,10131,668,177,235,39,58,17,21,0
ACT,8,M,50,9589,533,127,170,33,35,16,12,0
ACT,8,M,55,8996,580,121,202,42,23,23,12,0
ACT,8,M,60,7718,557,114,183,29,11,18,9,0
ACT,8,M,65,7002,513,62,139,24,18,16,7,0
ACT,8,M,70,4890,240,29,59,10,3,4,0,0
ACT,8,M,75,3250,78,20,32,7,4,3,0,0
ACT,8,M,80,2086,38,11,15,0,0,0,0,0
ACT,8,M,85,1818,39,9,18,0,0,3,0,0
