year,state,state_name,sex,age,ERP
1981,1,New South Wales,F,0,193885.9126
1981,1,New South Wales,F,5,217174.752
1981,1,New South Wales,F,10,217882.4925
1981,1,New South Wales,F,15,214594.8917
1981,1,New South Wales,F,20,218164.4661
1981,1,New South Wales,F,25,209189.7148
1981,1,New South Wales,F,30,210285.1744
1981,1,New South Wales,F,35,173608.7955
1981,1,New South Wales,F,40,146884.3552
1981,1,New South Wales,F,45,130037.1104
1981,1,New South Wales,F,50,138821.3683
1981,1,New South Wales,F,55,137619.051
1981,1,New South Wales,F,60,118798.6406
1981,1,New South Wales,F,65,105491.1033
1981,1,New South Wales,F,70,82347.85139
1981,1,New South Wales,F,75,56191.60857
1981,1,New South Wales,F,80,36891.83306
1981,1,New South Wales,F,85,27578.18404
1981,1,New South Wales,M,0,203318.7084
1981,1,New South Wales,M,5,227519.3377
1981,1,New South Wales,M,10,228026.468
1981,1,New South Wales,M,15,226752.1919
1981,1,New South Wales,M,20,221316.1471
1981,1,New South Wales,M,25,206805.2111
1981,1,New South Wales,M,30,213338.2746
1981,1,New South Wales,M,35,178756.9707
1981,1,New South Wales,M,40,152756.5075
1981,1,New South Wales,M,45,136011.9667
1981,1,New South Wales,M,50,143486.4288
1981,1,New South Wales,M,55,135863.568
1981,1,New South Wales,M,60,108291.8876
1981,1,New South Wales,M,65,90729.67327
1981,1,New South Wales,M,70,63657.0965
1981,1,New South Wales,M,75,37091.28712
1981,1,New South Wales,M,80,18069.84536
1981,1,New South Wales,M,85,9645.868394
1981,2,Victoria,F,0,144053.0316
1981,2,Victoria,F,5,164650.1746
1981,2,Victoria,F,10,177550.0334
1981,2,Victoria,F,15,169803.2362
1981,2,Victoria,F,20,167796.6515
1981,2,Victoria,F,25,160391.3882
1981,2,Victoria,F,30,160975.3945
1981,2,Victoria,F,35,129584.3207
1981,2,Victoria,F,40,109917.4258
1981,2,Victoria,F,45,98329.95471
1981,2,Victoria,F,50,103673.4398
1981,2,Victoria,F,55,101122.4106
1981,2,Victoria,F,60,84098.47628
1981,2,Victoria,F,65,76736.3209
1981,2,Victoria,F,70,61277.41718
1981,2,Victoria,F,75,43266.88873
1981,2,Victoria,F,80,28859.63294
1981,2,Victoria,F,85,20433.12444
1981,2,Victoria,M,0,151535.264
1981,2,Victoria,M,5,173004.1375
1981,2,Victoria,M,10,184919.3736
1981,2,Victoria,M,15,177884.2999
1981,2,Victoria,M,20,168149.2936
1981,2,Victoria,M,25,157306.4016
1981,2,Victoria,M,30,158495.7343
1981,2,Victoria,M,35,132143.6762
1981,2,Victoria,M,40,113800.1184
1981,2,Victoria,M,45,102188.3813
1981,2,Victoria,M,50,107573.7662
1981,2,Victoria,M,55,100292.1951
1981,2,Victoria,M,60,77229.31263
1981,2,Victoria,M,65,65449.77276
1981,2,Victoria,M,70,47558.70728
1981,2,Victoria,M,75,28949.19723
1981,2,Victoria,M,80,14134.0212
1981,2,Victoria,M,85,7228.081119
1981,3,Queensland,F,0,89837.27447
1981,3,Queensland,F,5,102241.6893
1981,3,Queensland,F,10,105049.707
1981,3,Queensland,F,15,101209.4964
1981,3,Queensland,F,20,98472.65089
1981,3,Queensland,F,25,91345.06181
1981,3,Queensland,F,30,91212.87805
1981,3,Queensland,F,35,75641.0359
1981,3,Queensland,F,40,61656.16984
1981,3,Queensland,F,45,53707.50248
1981,3,Queensland,F,50,56016.41809
1981,3,Queensland,F,55,54623.03968
1981,3,Queensland,F,60,49240.15451
1981,3,Queensland,F,65,43429.58852
1981,3,Queensland,F,70,33268.05192
1981,3,Queensland,F,75,22607.26187
1981,3,Queensland,F,80,15122.86688
1981,3,Queensland,F,85,10396.34981
1981,3,Queensland,M,0,95011.61877
1981,3,Queensland,M,5,107281.629
1981,3,Queensland,M,10,109838.7957
1981,3,Queensland,M,15,104326.5048
1981,3,Queensland,M,20,101752.6215
1981,3,Queensland,M,25,93241.1806
1981,3,Queensland,M,30,93241.3581
1981,3,Queensland,M,35,78478.82274
1981,3,Queensland,M,40,65096.37968
1981,3,Queensland,M,45,56221.36583
1981,3,Queensland,M,50,57887.13626
1981,3,Queensland,M,55,55498.00632
1981,3,Queensland,M,60,46312.82051
1981,3,Queensland,M,65,39253.22867
1981,3,Queensland,M,70,28270.58722
1981,3,Queensland,M,75,16954.61168
1981,3,Queensland,M,80,8751.235295
1981,3,Queensland,M,85,4886.257914
1981,4,South Australia,F,0,45490.83776
1981,4,South Australia,F,5,51174.98046
1981,4,South Australia,F,10,56363.54548
1981,4,South Australia,F,15,57498.95597
1981,4,South Australia,F,20,56421.32465
1981,4,South Australia,F,25,53330.30223
1981,4,South Australia,F,30,53169.47768
1981,4,South Australia,F,35,42523.20899
1981,4,South Australia,F,40,35992.96019
1981,4,South Australia,F,45,32247.97016
1981,4,South Australia,F,50,35542.09776
1981,4,South Australia,F,55,36005.70933
1981,4,South Australia,F,60,30808.07143
1981,4,South Australia,F,65,27738.53398
1981,4,South Australia,F,70,21432.13275
1981,4,South Australia,F,75,14662.62691
1981,4,South Australia,F,80,9726.397878
1981,4,South Australia,F,85,7207.202047
1981,4,South Australia,M,0,47568.21928
1981,4,South Australia,M,5,54306.85331
1981,4,South Australia,M,10,59191.21577
1981,4,South Australia,M,15,59073.27226
1981,4,South Australia,M,20,56271.68757
1981,4,South Australia,M,25,52309.01446
1981,4,South Australia,M,30,52648.46202
1981,4,South Australia,M,35,42247.89699
1981,4,South Australia,M,40,35657.05667
1981,4,South Australia,M,45,32910.2095
1981,4,South Australia,M,50,36562.0783
1981,4,South Australia,M,55,35346.03804
1981,4,South Australia,M,60,28237.95261
1981,4,South Australia,M,65,24290.60383
1981,4,South Australia,M,70,16769.21784
1981,4,South Australia,M,75,9938.412303
1981,4,South Australia,M,80,4806.979667
1981,4,South Australia,M,85,2707.727004
1981,5,Western Australia,F,0,51334.16171
1981,5,Western Australia,F,5,56489.68122
1981,5,Western Australia,F,10,59566.89903
1981,5,Western Australia,F,15,56577.90139
1981,5,Western Australia,F,20,56627.86517
1981,5,Western Australia,F,25,56475.57098
1981,5,Western Australia,F,30,55030.69536
1981,5,Western Australia,F,35,42783.12649
1981,5,Western Australia,F,40,36563.024
1981,5,Western Australia,F,45,31062.68884
1981,5,Western Australia,F,50,30465.93392
1981,5,Western Australia,F,55,27712.44054
1981,5,Western Australia,F,60,23087.8464
1981,5,Western Australia,F,65,21915.80862
1981,5,Western Australia,F,70,17264.46292
1981,5,Western Australia,F,75,11972.2807
1981,5,Western Australia,F,80,7156.136315
1981,5,Western Australia,F,85,4758.053128
1981,5,Western Australia,M,0,54528.71232
1981,5,Western Australia,M,5,59391.14392
1981,5,Western Australia,M,10,63193.89461
1981,5,Western Australia,M,15,58902.2513
1981,5,Western Australia,M,20,57338.53357
1981,5,Western Australia,M,25,56404.93672
1981,5,Western Australia,M,30,57105.34691
1981,5,Western Australia,M,35,45641.82591
1981,5,Western Australia,M,40,38668.2066
1981,5,Western Australia,M,45,33038.47448
1981,5,Western Australia,M,50,32512.95506
1981,5,Western Australia,M,55,28818.54228
1981,5,Western Australia,M,60,21562.29604
1981,5,Western Australia,M,65,19106.71023
1981,5,Western Australia,M,70,14337.48242
1981,5,Western Australia,M,75,9260.384385
1981,5,Western Australia,M,80,4179.927998
1981,5,Western Australia,M,85,1971.266426
1981,6,Tasmania,F,0,17017.69075
1981,6,Tasmania,F,5,18659.71855
1981,6,Tasmania,F,10,19816.26016
1981,6,Tasmania,F,15,19551.07755
1981,6,Tasmania,F,20,18730.20895
1981,6,Tasmania,F,25,17331.18665
1981,6,Tasmania,F,30,16786.91994
1981,6,Tasmania,F,35,13564.58791
1981,6,Tasmania,F,40,11574.12448
1981,6,Tasmania,F,45,10144.39421
1981,6,Tasmania,F,50,10511.08652
1981,6,Tasmania,F,55,10736.14354
1981,6,Tasmania,F,60,9478.757869
1981,6,Tasmania,F,65,8495.007764
1981,6,Tasmania,F,70,6525.975416
1981,6,Tasmania,F,75,4500.24127
1981,6,Tasmania,F,80,2880.549801
1981,6,Tasmania,F,85,2141.875695
1981,6,Tasmania,M,0,17738.40083
1981,6,Tasmania,M,5,19513.67643
1981,6,Tasmania,M,10,20806.84396
1981,6,Tasmania,M,15,19896.11716
1981,6,Tasmania,M,20,18416.78047
1981,6,Tasmania,M,25,17164.83465
1981,6,Tasmania,M,30,17003.71907
1981,6,Tasmania,M,35,13708.9958
1981,6,Tasmania,M,40,11935.4929
1981,6,Tasmania,M,45,10382.35209
1981,6,Tasmania,M,50,11080.98247
1981,6,Tasmania,M,55,10526.13508
1981,6,Tasmania,M,60,8662.747685
1981,6,Tasmania,M,65,7588.955248
1981,6,Tasmania,M,70,5299.447412
1981,6,Tasmania,M,75,3167.948795
1981,6,Tasmania,M,80,1521.595727
1981,6,Tasmania,M,85,786.2033748
1981,7,Northern Territory,F,0,6303.840097
1981,7,Northern Territory,F,5,6529.528468
1981,7,Northern Territory,F,10,5832.586647
1981,7,Northern Territory,F,15,4629.056367
1981,7,Northern Territory,F,20,5919.931676
1981,7,Northern Territory,F,25,6231.348697
1981,7,Northern Territory,F,30,5965.63248
1981,7,Northern Territory,F,35,4010.62957
1981,7,Northern Territory,F,40,2812.914656
1981,7,Northern Territory,F,45,1956.072311
1981,7,Northern Territory,F,50,1527.406298
1981,7,Northern Territory,F,55,1086.73964
1981,7,Northern Territory,F,60,800.3954226
1981,7,Northern Territory,F,65,516.9507392
1981,7,Northern Territory,F,70,317.2459631
1981,7,Northern Territory,F,75,179.6461074
1981,7,Northern Territory,F,80,93.68090805
1981,7,Northern Territory,F,85,51.97948507
1981,7,Northern Territory,M,0,6571.144011
1981,7,Northern Territory,M,5,6996.455085
1981,7,Northern Territory,M,10,6054.96613
1981,7,Northern Territory,M,15,4769.52739
1981,7,Northern Territory,M,20,5651.195893
1981,7,Northern Territory,M,25,6244.717062
1981,7,Northern Territory,M,30,6344.249976
1981,7,Northern Territory,M,35,4944.774328
1981,7,Northern Territory,M,40,3675.511011
1981,7,Northern Territory,M,45,2451.798196
1981,7,Northern Territory,M,50,2166.410306
1981,7,Northern Territory,M,55,1422.489302
1981,7,Northern Territory,M,60,889.9723278
1981,7,Northern Territory,M,65,575.1416333
1981,7,Northern Territory,M,70,336.6614415
1981,7,Northern Territory,M,75,161.8816018
1981,7,Northern Territory,M,80,71.04373426
1981,7,Northern Territory,M,85,51.77285702
1981,8,Australian Capital Territory,F,0,10486.43774
1981,8,Australian Capital Territory,F,5,11618.94295
1981,8,Australian Capital Territory,F,10,10848.37005
1981,8,Australian Capital Territory,F,15,9893.951607
1981,8,Australian Capital Territory,F,20,10158.47808
1981,8,Australian Capital Territory,F,25,11053.07499
1981,8,Australian Capital Territory,F,30,12055.21859
1981,8,Australian Capital Territory,F,35,9093.863474
1981,8,Australian Capital Territory,F,40,7009.253548
1981,8,Australian Capital Territory,F,45,5104.335959
1981,8,Australian Capital Territory,F,50,4682.070285
1981,8,Australian Capital Territory,F,55,4232.404922
1981,8,Australian Capital Territory,F,60,2864.59882
1981,8,Australian Capital Territory,F,65,2205.781826
1981,8,Australian Capital Territory,F,70,1483.479634
1981,8,Australian Capital Territory,F,75,937.6184334
1981,8,Australian Capital Territory,F,80,592.5768221
1981,8,Australian Capital Territory,F,85,421.2173587
1981,8,Australian Capital Territory,M,0,10952.40064
1981,8,Australian Capital Territory,M,5,12129.21547
1981,8,Australian Capital Territory,M,10,11493.92
1981,8,Australian Capital Territory,M,15,10176.63168
1981,8,Australian Capital Territory,M,20,9607.038607
1981,8,Australian Capital Territory,M,25,10028.46818
1981,8,Australian Capital Territory,M,30,11899.56146
1981,8,Australian Capital Territory,M,35,9253.496999
1981,8,Australian Capital Territory,M,40,7200.255635
1981,8,Australian Capital Territory,M,45,5512.969172
1981,8,Australian Capital Territory,M,50,5017.161547
1981,8,Australian Capital Territory,M,55,4391.926776
1981,8,Australian Capital Territory,M,60,2783.633439
1981,8,Australian Capital Territory,M,65,1823.74953
1981,8,Australian Capital Territory,M,70,1100.030037
1981,8,Australian Capital Territory,M,75,580.2079738
1981,8,Australian Capital Territory,M,80,269.7479873
1981,8,Australian Capital Territory,M,85,131.7164435
1982,1,New South Wales,F,0,194505
1982,1,New South Wales,F,5,206994
1982,1,New South Wales,F,10,221296
1982,1,New South Wales,F,15,211502
1982,1,New South Wales,F,20,226393
1982,1,New South Wales,F,25,213898
1982,1,New South Wales,F,30,209983
1982,1,New South Wales,F,35,184637
1982,1,New South Wales,F,40,148988
1982,1,New South Wales,F,45,129819
1982,1,New South Wales,F,50,135727
1982,1,New South Wales,F,55,136374
1982,1,New South Wales,F,60,122468
1982,1,New South Wales,F,65,106801
1982,1,New South Wales,F,70,86009
1982,1,New South Wales,F,75,58444
1982,1,New South Wales,F,80,37801
1982,1,New South Wales,F,85,28414
1982,1,New South Wales,M,0,204247
1982,1,New South Wales,M,5,216384
1982,1,New South Wales,M,10,230654
1982,1,New South Wales,M,15,222914
1982,1,New South Wales,M,20,234193
1982,1,New South Wales,M,25,218346
1982,1,New South Wales,M,30,216672
1982,1,New South Wales,M,35,192353
1982,1,New South Wales,M,40,156809
1982,1,New South Wales,M,45,137227
1982,1,New South Wales,M,50,141543
1982,1,New South Wales,M,55,135411
1982,1,New South Wales,M,60,111577
1982,1,New South Wales,M,65,91810
1982,1,New South Wales,M,70,65869
1982,1,New South Wales,M,75,38752
1982,1,New South Wales,M,80,18868
1982,1,New South Wales,M,85,9898
1982,2,Victoria,F,0,143518
1982,2,Victoria,F,5,155791
1982,2,Victoria,F,10,177126
1982,2,Victoria,F,15,168458
1982,2,Victoria,F,20,172023
1982,2,Victoria,F,25,163054
1982,2,Victoria,F,30,159148
1982,2,Victoria,F,35,137669
1982,2,Victoria,F,40,111311
1982,2,Victoria,F,45,98066
1982,2,Victoria,F,50,100543
1982,2,Victoria,F,55,100668
1982,2,Victoria,F,60,87276
1982,2,Victoria,F,65,76895
1982,2,Victoria,F,70,63451
1982,2,Victoria,F,75,44865
1982,2,Victoria,F,80,29750
1982,2,Victoria,F,85,21639
1982,2,Victoria,M,0,149958
1982,2,Victoria,M,5,163508
1982,2,Victoria,M,10,183758
1982,2,Victoria,M,15,175623
1982,2,Victoria,M,20,175029
1982,2,Victoria,M,25,163558
1982,2,Victoria,M,30,159492
1982,2,Victoria,M,35,141253
1982,2,Victoria,M,40,116103
1982,2,Victoria,M,45,101897
1982,2,Victoria,M,50,105127
1982,2,Victoria,M,55,100038
1982,2,Victoria,M,60,79269
1982,2,Victoria,M,65,65808
1982,2,Victoria,M,70,48775
1982,2,Victoria,M,75,29968
1982,2,Victoria,M,80,14982
1982,2,Victoria,M,85,7473
1982,3,Queensland,F,0,93420
1982,3,Queensland,F,5,101316
1982,3,Queensland,F,10,110351
1982,3,Queensland,F,15,103482
1982,3,Queensland,F,20,105994
1982,3,Queensland,F,25,96593
1982,3,Queensland,F,30,94350
1982,3,Queensland,F,35,83019
1982,3,Queensland,F,40,65203
1982,3,Queensland,F,45,55354
1982,3,Queensland,F,50,56487
1982,3,Queensland,F,55,55344
1982,3,Queensland,F,60,51782
1982,3,Queensland,F,65,45285
1982,3,Queensland,F,70,35447
1982,3,Queensland,F,75,24116
1982,3,Queensland,F,80,15955
1982,3,Queensland,F,85,11719
1982,3,Queensland,M,0,98981
1982,3,Queensland,M,5,106077
1982,3,Queensland,M,10,115013
1982,3,Queensland,M,15,106762
1982,3,Queensland,M,20,110804
1982,3,Queensland,M,25,101368
1982,3,Queensland,M,30,98207
1982,3,Queensland,M,35,86885
1982,3,Queensland,M,40,69729
1982,3,Queensland,M,45,58685
1982,3,Queensland,M,50,58807
1982,3,Queensland,M,55,56755
1982,3,Queensland,M,60,48851
1982,3,Queensland,M,65,40495
1982,3,Queensland,M,70,29594
1982,3,Queensland,M,75,17889
1982,3,Queensland,M,80,9293
1982,3,Queensland,M,85,5174
1982,4,South Australia,F,0,45791
1982,4,South Australia,F,5,48900
1982,4,South Australia,F,10,56281
1982,4,South Australia,F,15,56326
1982,4,South Australia,F,20,57932
1982,4,South Australia,F,25,53994
1982,4,South Australia,F,30,52419
1982,4,South Australia,F,35,45752
1982,4,South Australia,F,40,36309
1982,4,South Australia,F,45,32360
1982,4,South Australia,F,50,34171
1982,4,South Australia,F,55,35661
1982,4,South Australia,F,60,32015
1982,4,South Australia,F,65,27668
1982,4,South Australia,F,70,22466
1982,4,South Australia,F,75,15174
1982,4,South Australia,F,80,9949
1982,4,South Australia,F,85,7874
1982,4,South Australia,M,0,47704
1982,4,South Australia,M,5,51859
1982,4,South Australia,M,10,59227
1982,4,South Australia,M,15,58543
1982,4,South Australia,M,20,58735
1982,4,South Australia,M,25,54662
1982,4,South Australia,M,30,53004
1982,4,South Australia,M,35,45978
1982,4,South Australia,M,40,36696
1982,4,South Australia,M,45,33094
1982,4,South Australia,M,50,35545
1982,4,South Australia,M,55,35583
1982,4,South Australia,M,60,29212
1982,4,South Australia,M,65,24467
1982,4,South Australia,M,70,17460
1982,4,South Australia,M,75,10347
1982,4,South Australia,M,80,5145
1982,4,South Australia,M,85,2805
1982,5,Western Australia,F,0,52394
1982,5,Western Australia,F,5,54540
1982,5,Western Australia,F,10,60475
1982,5,Western Australia,F,15,56984
1982,5,Western Australia,F,20,58909
1982,5,Western Australia,F,25,57861
1982,5,Western Australia,F,30,55691
1982,5,Western Australia,F,35,46254
1982,5,Western Australia,F,40,37896
1982,5,Western Australia,F,45,31702
1982,5,Western Australia,F,50,30346
1982,5,Western Australia,F,55,28136
1982,5,Western Australia,F,60,24507
1982,5,Western Australia,F,65,22204
1982,5,Western Australia,F,70,18365
1982,5,Western Australia,F,75,12660
1982,5,Western Australia,F,80,7789
1982,5,Western Australia,F,85,5294
1982,5,Western Australia,M,0,55548
1982,5,Western Australia,M,5,57440
1982,5,Western Australia,M,10,63987
1982,5,Western Australia,M,15,59304
1982,5,Western Australia,M,20,60914
1982,5,Western Australia,M,25,59961
1982,5,Western Australia,M,30,58935
1982,5,Western Australia,M,35,50109
1982,5,Western Australia,M,40,40707
1982,5,Western Australia,M,45,33753
1982,5,Western Australia,M,50,32911
1982,5,Western Australia,M,55,29632
1982,5,Western Australia,M,60,22828
1982,5,Western Australia,M,65,19584
1982,5,Western Australia,M,70,14847
1982,5,Western Australia,M,75,9742
1982,5,Western Australia,M,80,4613
1982,5,Western Australia,M,85,2077
1982,6,Tasmania,F,0,16875
1982,6,Tasmania,F,5,17434
1982,6,Tasmania,F,10,19697
1982,6,Tasmania,F,15,18689
1982,6,Tasmania,F,20,18902
1982,6,Tasmania,F,25,17282
1982,6,Tasmania,F,30,16232
1982,6,Tasmania,F,35,14176
1982,6,Tasmania,F,40,11582
1982,6,Tasmania,F,45,9966
1982,6,Tasmania,F,50,10262
1982,6,Tasmania,F,55,10348
1982,6,Tasmania,F,60,9592
1982,6,Tasmania,F,65,8516
1982,6,Tasmania,F,70,6785
1982,6,Tasmania,F,75,4583
1982,6,Tasmania,F,80,2975
1982,6,Tasmania,F,85,2270
1982,6,Tasmania,M,0,17467
1982,6,Tasmania,M,5,18200
1982,6,Tasmania,M,10,20344
1982,6,Tasmania,M,15,19043
1982,6,Tasmania,M,20,18928
1982,6,Tasmania,M,25,17382
1982,6,Tasmania,M,30,16777
1982,6,Tasmania,M,35,14606
1982,6,Tasmania,M,40,12047
1982,6,Tasmania,M,45,10241
1982,6,Tasmania,M,50,10772
1982,6,Tasmania,M,55,10495
1982,6,Tasmania,M,60,8619
1982,6,Tasmania,M,65,7690
1982,6,Tasmania,M,70,5356
1982,6,Tasmania,M,75,3281
1982,6,Tasmania,M,80,1601
1982,6,Tasmania,M,85,830
1982,7,Northern Territory,F,0,6884
1982,7,Northern Territory,F,5,6818
1982,7,Northern Territory,F,10,6410
1982,7,Northern Territory,F,15,5366
1982,7,Northern Territory,F,20,6817
1982,7,Northern Territory,F,25,6861
1982,7,Northern Territory,F,30,6560
1982,7,Northern Territory,F,35,4636
1982,7,Northern Territory,F,40,3225
1982,7,Northern Territory,F,45,2173
1982,7,Northern Territory,F,50,1665
1982,7,Northern Territory,F,55,1270
1982,7,Northern Territory,F,60,904
1982,7,Northern Territory,F,65,613
1982,7,Northern Territory,F,70,352
1982,7,Northern Territory,F,75,188
1982,7,Northern Territory,F,80,120
1982,7,Northern Territory,F,85,64
1982,7,Northern Territory,M,0,7152
1982,7,Northern Territory,M,5,7347
1982,7,Northern Territory,M,10,6769
1982,7,Northern Territory,M,15,5679
1982,7,Northern Territory,M,20,7169
1982,7,Northern Territory,M,25,7577
1982,7,Northern Territory,M,30,7384
1982,7,Northern Territory,M,35,5991
1982,7,Northern Territory,M,40,4421
1982,7,Northern Territory,M,45,2901
1982,7,Northern Territory,M,50,2537
1982,7,Northern Territory,M,55,1838
1982,7,Northern Territory,M,60,1142
1982,7,Northern Territory,M,65,704
1982,7,Northern Territory,M,70,436
1982,7,Northern Territory,M,75,194
1982,7,Northern Territory,M,80,90
1982,7,Northern Territory,M,85,57
1982,8,Australian Capital Territory,F,0,10177
1982,8,Australian Capital Territory,F,5,11128
1982,8,Australian Capital Territory,F,10,11232
1982,8,Australian Capital Territory,F,15,10081
1982,8,Australian Capital Territory,F,20,10470
1982,8,Australian Capital Territory,F,25,10906
1982,8,Australian Capital Territory,F,30,12002
1982,8,Australian Capital Territory,F,35,9856
1982,8,Australian Capital Territory,F,40,7243
1982,8,Australian Capital Territory,F,45,5375
1982,8,Australian Capital Territory,F,50,4632
1982,8,Australian Capital Territory,F,55,4335
1982,8,Australian Capital Territory,F,60,3153
1982,8,Australian Capital Territory,F,65,2335
1982,8,Australian Capital Territory,F,70,1647
1982,8,Australian Capital Territory,F,75,1007
1982,8,Australian Capital Territory,F,80,635
1982,8,Australian Capital Territory,F,85,457
1982,8,Australian Capital Territory,M,0,10653
1982,8,Australian Capital Territory,M,5,11549
1982,8,Australian Capital Territory,M,10,11807
1982,8,Australian Capital Territory,M,15,10238
1982,8,Australian Capital Territory,M,20,10189
1982,8,Australian Capital Territory,M,25,10332
1982,8,Australian Capital Territory,M,30,11718
1982,8,Australian Capital Territory,M,35,10069
1982,8,Australian Capital Territory,M,40,7534
1982,8,Australian Capital Territory,M,45,5709
1982,8,Australian Capital Territory,M,50,5032
1982,8,Australian Capital Territory,M,55,4374
1982,8,Australian Capital Territory,M,60,2957
1982,8,Australian Capital Territory,M,65,1962
1982,8,Australian Capital Territory,M,70,1189
1982,8,Australian Capital Territory,M,75,631
1982,8,Australian Capital Territory,M,80,285
1982,8,Australian Capital Territory,M,85,146
1983,1,New South Wales,F,0,195970
1983,1,New South Wales,F,5,201548
1983,1,New South Wales,F,10,224802
1983,1,New South Wales,F,15,208100
1983,1,New South Wales,F,20,226987
1983,1,New South Wales,F,25,216114
1983,1,New South Wales,F,30,211278
1983,1,New South Wales,F,35,194619
1983,1,New South Wales,F,40,152424
1983,1,New South Wales,F,45,132720
1983,1,New South Wales,F,50,132501
1983,1,New South Wales,F,55,136561
1983,1,New South Wales,F,60,125987
1983,1,New South Wales,F,65,107112
1983,1,New South Wales,F,70,88948
1983,1,New South Wales,F,75,61216
1983,1,New South Wales,F,80,38935
1983,1,New South Wales,F,85,29088
1983,1,New South Wales,M,0,206719
1983,1,New South Wales,M,5,210283
1983,1,New South Wales,M,10,234512
1983,1,New South Wales,M,15,218949
1983,1,New South Wales,M,20,235345
1983,1,New South Wales,M,25,220431
1983,1,New South Wales,M,30,215996
1983,1,New South Wales,M,35,203089
1983,1,New South Wales,M,40,160403
1983,1,New South Wales,M,45,140178
1983,1,New South Wales,M,50,138465
1983,1,New South Wales,M,55,136943
1983,1,New South Wales,M,60,116434
1983,1,New South Wales,M,65,91948
1983,1,New South Wales,M,70,68299
1983,1,New South Wales,M,75,40333
1983,1,New South Wales,M,80,19816
1983,1,New South Wales,M,85,9906
1983,2,Victoria,F,0,144197
1983,2,Victoria,F,5,151560
1983,2,Victoria,F,10,177595
1983,2,Victoria,F,15,167719
1983,2,Victoria,F,20,174154
1983,2,Victoria,F,25,164821
1983,2,Victoria,F,30,160616
1983,2,Victoria,F,35,146379
1983,2,Victoria,F,40,113452
1983,2,Victoria,F,45,100225
1983,2,Victoria,F,50,98552
1983,2,Victoria,F,55,101002
1983,2,Victoria,F,60,90895
1983,2,Victoria,F,65,76388
1983,2,Victoria,F,70,64985
1983,2,Victoria,F,75,46910
1983,2,Victoria,F,80,30666
1983,2,Victoria,F,85,22446
1983,2,Victoria,M,0,150806
1983,2,Victoria,M,5,159591
1983,2,Victoria,M,10,184225
1983,2,Victoria,M,15,175191
1983,2,Victoria,M,20,177856
1983,2,Victoria,M,25,165232
1983,2,Victoria,M,30,160283
1983,2,Victoria,M,35,149551
1983,2,Victoria,M,40,118942
1983,2,Victoria,M,45,103744
1983,2,Victoria,M,50,102885
1983,2,Victoria,M,55,101612
1983,2,Victoria,M,60,83282
1983,2,Victoria,M,65,64830
1983,2,Victoria,M,70,50570
1983,2,Victoria,M,75,31020
1983,2,Victoria,M,80,15828
1983,2,Victoria,M,85,7692
1983,3,Queensland,F,0,95930
1983,3,Queensland,F,5,99900
1983,3,Queensland,F,10,113314
1983,3,Queensland,F,15,103718
1983,3,Queensland,F,20,107978
1983,3,Queensland,F,25,99339
1983,3,Queensland,F,30,96497
1983,3,Queensland,F,35,88982
1983,3,Queensland,F,40,68407
1983,3,Queensland,F,45,57009
1983,3,Queensland,F,50,55912
1983,3,Queensland,F,55,56282
1983,3,Queensland,F,60,53429
1983,3,Queensland,F,65,46085
1983,3,Queensland,F,70,36999
1983,3,Queensland,F,75,25308
1983,3,Queensland,F,80,16342
1983,3,Queensland,F,85,12185
1983,3,Queensland,M,0,102211
1983,3,Queensland,M,5,105046
1983,3,Queensland,M,10,118242
1983,3,Queensland,M,15,107334
1983,3,Queensland,M,20,112706
1983,3,Queensland,M,25,103604
1983,3,Queensland,M,30,99653
1983,3,Queensland,M,35,93554
1983,3,Queensland,M,40,72898
1983,3,Queensland,M,45,60937
1983,3,Queensland,M,50,58454
1983,3,Queensland,M,55,57592
1983,3,Queensland,M,60,51024
1983,3,Queensland,M,65,41146
1983,3,Queensland,M,70,30587
1983,3,Queensland,M,75,18763
1983,3,Queensland,M,80,9634
1983,3,Queensland,M,85,5281
1983,4,South Australia,F,0,46231
1983,4,South Australia,F,5,47773
1983,4,South Australia,F,10,56151
1983,4,South Australia,F,15,55541
1983,4,South Australia,F,20,58589
1983,4,South Australia,F,25,54405
1983,4,South Australia,F,30,53221
1983,4,South Australia,F,35,48368
1983,4,South Australia,F,40,37253
1983,4,South Australia,F,45,32920
1983,4,South Australia,F,50,33367
1983,4,South Australia,F,55,35531
1983,4,South Australia,F,60,33089
1983,4,South Australia,F,65,27862
1983,4,South Australia,F,70,23237
1983,4,South Australia,F,75,16067
1983,4,South Australia,F,80,10161
1983,4,South Australia,F,85,8067
1983,4,South Australia,M,0,48670
1983,4,South Australia,M,5,50559
1983,4,South Australia,M,10,59096
1983,4,South Australia,M,15,58101
1983,4,South Australia,M,20,59465
1983,4,South Australia,M,25,55543
1983,4,South Australia,M,30,53495
1983,4,South Australia,M,35,48816
1983,4,South Australia,M,40,38006
1983,4,South Australia,M,45,33428
1983,4,South Australia,M,50,34499
1983,4,South Australia,M,55,35989
1983,4,South Australia,M,60,30551
1983,4,South Australia,M,65,24397
1983,4,South Australia,M,70,18241
1983,4,South Australia,M,75,10844
1983,4,South Australia,M,80,5354
1983,4,South Australia,M,85,2888
1983,5,Western Australia,F,0,53559
1983,5,Western Australia,F,5,54235
1983,5,Western Australia,F,10,61207
1983,5,Western Australia,F,15,57062
1983,5,Western Australia,F,20,59903
1983,5,Western Australia,F,25,58723
1983,5,Western Australia,F,30,57304
1983,5,Western Australia,F,35,49895
