year,state,sex,age,immig,emig
1990,2,F,60,620,330
1990,2,F,65,480,240
1990,2,F,70,300,130
1990,2,F,75,180,120
1990,2,F,80,80,50
1990,2,F,85,40,30
1990,2,M,0,2190,1100
1990,2,M,5,2250,890
1990,2,M,10,1820,620
1990,2,M,15,2650,860
1990,2,M,20,3730,2820
1990,2,M,25,4550,2960
1990,2,M,30,4040,2240
1990,2,M,35,2840,1550
1990,2,M,40,2070,1240
1990,2,M,45,1180,810
1990,2,M,50,860,590
1990,2,M,55,640,410
1990,2,M,60,530,300
1990,2,M,65,410,240
1990,2,M,70,220,120
1990,2,M,75,120,80
1990,2,M,80,40,30
1990,2,M,85,0,0
1990,3,F,0,1080,730
1990,3,F,5,1070,650
1990,3,F,10,880,480
1990,3,F,15,1320,690
1990,3,F,20,2220,2000
1990,3,F,25,2480,1820
1990,3,F,30,1860,1100
1990,3,F,35,1300,830
1990,3,F,40,890,600
1990,3,F,45,490,440
1990,3,F,50,350,260
1990,3,F,55,270,210
1990,3,F,60,280,140
1990,3,F,65,210,110
1990,3,F,70,140,90
1990,3,F,75,80,40
1990,3,F,80,50,20
1990,3,F,85,20,0
1990,3,M,0,1130,800
1990,3,M,5,1140,620
1990,3,M,10,1040,530
1990,3,M,15,1380,600
1990,3,M,20,1910,1770
1990,3,M,25,2330,1910
1990,3,M,30,1930,1380
1990,3,M,35,1440,1030
1990,3,M,40,1140,870
1990,3,M,45,680,600
1990,3,M,50,470,400
1990,3,M,55,320,270
1990,3,M,60,250,170
1990,3,M,65,230,110
1990,3,M,70,110,70
1990,3,M,75,70,40
1990,3,M,80,30,20
1990,3,M,85,20,0
1990,4,F,0,430,250
1990,4,F,5,420,200
1990,4,F,10,360,150
1990,4,F,15,540,240
1990,4,F,20,790,630
1990,4,F,25,890,590
1990,4,F,30,690,410
1990,4,F,35,480,300
1990,4,F,40,340,210
1990,4,F,45,190,130
1990,4,F,50,160,100
1990,4,F,55,130,80
1990,4,F,60,130,70
1990,4,F,65,100,50
1990,4,F,70,60,30
1990,4,F,75,50,20
1990,4,F,80,20,20
1990,4,F,85,10,0
1990,4,M,0,450,240
1990,4,M,5,470,200
1990,4,M,10,390,150
1990,4,M,15,480,170
1990,4,M,20,730,540
1990,4,M,25,870,620
1990,4,M,30,750,450
1990,4,M,35,550,370
1990,4,M,40,410,240
1990,4,M,45,250,150
1990,4,M,50,160,120
1990,4,M,55,150,100
1990,4,M,60,120,70
1990,4,M,65,90,60
1990,4,M,70,60,40
1990,4,M,75,30,30
1990,4,M,80,0,0
1990,4,M,85,0,0
1990,5,F,0,1120,590
1990,5,F,5,1150,490
1990,5,F,10,850,360
1990,5,F,15,1200,580
1990,5,F,20,2310,1760
1990,5,F,25,2240,1540
1990,5,F,30,1770,940
1990,5,F,35,1200,620
1990,5,F,40,810,380
1990,5,F,45,440,240
1990,5,F,50,300,180
1990,5,F,55,260,120
1990,5,F,60,280,110
1990,5,F,65,220,110
1990,5,F,70,130,60
1990,5,F,75,100,40
1990,5,F,80,40,20
1990,5,F,85,20,0
1990,5,M,0,1250,620
1990,5,M,5,1230,500
1990,5,M,10,860,330
1990,5,M,15,1160,450
1990,5,M,20,2200,1640
1990,5,M,25,2280,1690
1990,5,M,30,1890,1120
1990,5,M,35,1510,800
1990,5,M,40,1020,620
1990,5,M,45,550,370
1990,5,M,50,360,260
1990,5,M,55,250,160
1990,5,M,60,240,100
1990,5,M,65,200,100
1990,5,M,70,100,50
1990,5,M,75,60,30
1990,5,M,80,20,10
1990,5,M,85,10,0
1990,6,F,0,80,60
1990,6,F,5,70,40
1990,6,F,10,50,30
1990,6,F,15,80,70
1990,6,F,20,170,150
1990,6,F,25,210,140
1990,6,F,30,100,100
1990,6,F,35,70,50
1990,6,F,40,50,50
1990,6,F,45,30,20
1990,6,F,50,30,20
1990,6,F,55,20,0
1990,6,F,60,20,0
1990,6,F,65,10,0
1990,6,F,70,0,0
1990,6,F,75,0,0
1990,6,F,80,0,0
1990,6,F,85,0,0
1990,6,M,0,70,50
1990,6,M,5,60,40
1990,6,M,10,40,20
1990,6,M,15,90,40
1990,6,M,20,160,150
1990,6,M,25,190,150
1990,6,M,30,130,100
1990,6,M,35,90,80
1990,6,M,40,50,60
1990,6,M,45,40,30
1990,6,M,50,30,20
1990,6,M,55,0,20
1990,6,M,60,20,10
1990,6,M,65,20,0
1990,6,M,70,0,0
1990,6,M,75,0,0
1990,6,M,80,0,0
1990,6,M,85,0,0
1990,7,F,0,70,40
1990,7,F,5,70,50
1990,7,F,10,60,20
1990,7,F,15,70,30
1990,7,F,20,160,90
1990,7,F,25,170,90
1990,7,F,30,130,70
1990,7,F,35,100,60
1990,7,F,40,60,30
1990,7,F,45,50,30
1990,7,F,50,20,0
1990,7,F,55,0,0
1990,7,F,60,0,0
1990,7,F,65,0,0
1990,7,F,70,0,0
1990,7,F,75,0,0
1990,7,F,80,0,0
1990,7,F,85,0,0
1990,7,M,0,80,50
1990,7,M,5,90,50
1990,7,M,10,70,30
1990,7,M,15,60,30
1990,7,M,20,120,80
1990,7,M,25,150,120
1990,7,M,30,140,90
1990,7,M,35,120,70
1990,7,M,40,80,60
1990,7,M,45,50,30
1990,7,M,50,40,30
1990,7,M,55,10,20
1990,7,M,60,0,0
1990,7,M,65,0,0
1990,7,M,70,0,0
1990,7,M,75,0,0
1990,7,M,80,0,0
1990,7,M,85,0,0
1990,8,F,0,200,190
1990,8,F,5,220,210
1990,8,F,10,170,170
1990,8,F,15,190,140
1990,8,F,20,300,270
1990,8,F,25,400,320
1990,8,F,30,350,350
1990,8,F,35,280,300
1990,8,F,40,240,240
1990,8,F,45,140,160
1990,8,F,50,110,90
1990,8,F,55,70,60
1990,8,F,60,50,30
1990,8,F,65,30,0
1990,8,F,70,0,20
1990,8,F,75,20,10
1990,8,F,80,0,0
1990,8,F,85,0,0
1990,8,M,0,200,190
1990,8,M,5,220,220
1990,8,M,10,170,160
1990,8,M,15,190,120
1990,8,M,20,280,200
1990,8,M,25,340,330
1990,8,M,30,370,350
1990,8,M,35,350,310
1990,8,M,40,340,320
1990,8,M,45,220,220
1990,8,M,50,150,120
1990,8,M,55,90,90
1990,8,M,60,70,70
1990,8,M,65,30,20
1990,8,M,70,10,0
1990,8,M,75,0,0
1990,8,M,80,0,0
1990,8,M,85,0,0
1991,1,F,0,3540,1720
1991,1,F,5,3370,1330
1991,1,F,10,2720,1000
1991,1,F,15,3520,1460
1991,1,F,20,6820,4760
1991,1,F,25,8740,5480
1991,1,F,30,6680,3690
1991,1,F,35,4390,2310
1991,1,F,40,2770,1540
1991,1,F,45,1460,950
1991,1,F,50,1090,670
1991,1,F,55,920,520
1991,1,F,60,780,490
1991,1,F,65,580,360
1991,1,F,70,370,270
1991,1,F,75,210,140
1991,1,F,80,110,60
1991,1,F,85,30,20
1991,1,M,0,3730,1730
1991,1,M,5,3500,1380
1991,1,M,10,2760,1040
1991,1,M,15,3390,1260
1991,1,M,20,5720,4460
1991,1,M,25,8030,6220
1991,1,M,30,6900,4610
1991,1,M,35,5150,3260
1991,1,M,40,3830,2380
1991,1,M,45,2190,1380
1991,1,M,50,1390,960
1991,1,M,55,1020,670
1991,1,M,60,780,470
1991,1,M,65,560,350
1991,1,M,70,300,210
1991,1,M,75,160,100
1991,1,M,80,70,0
1991,1,M,85,30,30
1991,2,F,0,2110,1140
1991,2,F,5,2150,900
1991,2,F,10,1540,620
1991,2,F,15,2530,1000
1991,2,F,20,4150,3010
1991,2,F,25,5080,2890
1991,2,F,30,3980,2020
1991,2,F,35,2630,1390
1991,2,F,40,1490,860
1991,2,F,45,860,570
1991,2,F,50,660,450
1991,2,F,55,590,320
1991,2,F,60,530,300
1991,2,F,65,380,230
1991,2,F,70,250,150
1991,2,F,75,150,110
1991,2,F,80,50,50
1991,2,F,85,30,20
1991,2,M,0,2200,1180
1991,2,M,5,2260,970
1991,2,M,10,1710,650
1991,2,M,15,2270,920
1991,2,M,20,3610,2980
1991,2,M,25,4540,3290
1991,2,M,30,4050,2470
1991,2,M,35,3070,1880
1991,2,M,40,2070,1360
1991,2,M,45,1120,820
1991,2,M,50,770,570
1991,2,M,55,630,420
1991,2,M,60,520,300
1991,2,M,65,340,240
1991,2,M,70,150,100
1991,2,M,75,100,60
1991,2,M,80,40,40
1991,2,M,85,0,0
1991,3,F,0,1150,670
1991,3,F,5,1180,620
1991,3,F,10,960,450
1991,3,F,15,1380,730
1991,3,F,20,2410,1950
1991,3,F,25,2800,1770
1991,3,F,30,2060,1140
1991,3,F,35,1510,820
1991,3,F,40,980,610
1991,3,F,45,500,410
1991,3,F,50,350,270
1991,3,F,55,280,200
1991,3,F,60,240,130
1991,3,F,65,190,120
1991,3,F,70,110,80
1991,3,F,75,70,60
1991,3,F,80,40,30
1991,3,F,85,20,0
1991,3,M,0,1200,740
1991,3,M,5,1240,570
1991,3,M,10,1090,500
1991,3,M,15,1200,580
1991,3,M,20,2000,1720
1991,3,M,25,2580,1840
1991,3,M,30,2180,1360
1991,3,M,35,1730,1100
1991,3,M,40,1210,810
1991,3,M,45,690,590
1991,3,M,50,460,420
1991,3,M,55,340,240
1991,3,M,60,240,170
1991,3,M,65,220,110
1991,3,M,70,90,80
1991,3,M,75,50,50
1991,3,M,80,20,20
1991,3,M,85,0,0
1991,4,F,0,380,200
1991,4,F,5,410,190
1991,4,F,10,330,140
1991,4,F,15,470,240
1991,4,F,20,850,590
1991,4,F,25,950,620
1991,4,F,30,780,420
1991,4,F,35,520,300
1991,4,F,40,320,200
1991,4,F,45,150,110
1991,4,F,50,120,80
1991,4,F,55,130,60
1991,4,F,60,110,70
1991,4,F,65,70,50
1991,4,F,70,50,40
1991,4,F,75,40,20
1991,4,F,80,20,20
1991,4,F,85,0,0
1991,4,M,0,440,220
1991,4,M,5,440,200
1991,4,M,10,330,140
1991,4,M,15,450,200
1991,4,M,20,690,520
1991,4,M,25,890,630
1991,4,M,30,770,480
1991,4,M,35,580,310
1991,4,M,40,350,240
1991,4,M,45,210,160
1991,4,M,50,140,100
1991,4,M,55,120,90
1991,4,M,60,110,60
1991,4,M,65,80,70
1991,4,M,70,40,40
1991,4,M,75,20,30
1991,4,M,80,0,0
1991,4,M,85,0,0
1991,5,F,0,1070,590
1991,5,F,5,1010,470
1991,5,F,10,760,320
1991,5,F,15,1130,520
1991,5,F,20,2110,1570
1991,5,F,25,2230,1400
1991,5,F,30,1690,960
1991,5,F,35,1160,640
1991,5,F,40,740,430
1991,5,F,45,390,260
1991,5,F,50,280,180
1991,5,F,55,250,130
1991,5,F,60,220,120
1991,5,F,65,190,90
1991,5,F,70,110,60
1991,5,F,75,80,40
1991,5,F,80,40,20
1991,5,F,85,0,0
1991,5,M,0,1020,590
1991,5,M,5,1060,490
1991,5,M,10,850,340
1991,5,M,15,1090,470
1991,5,M,20,1870,1400
1991,5,M,25,2110,1580
1991,5,M,30,1780,1080
1991,5,M,35,1380,790
1991,5,M,40,1020,610
1991,5,M,45,530,380
1991,5,M,50,370,250
1991,5,M,55,250,180
1991,5,M,60,210,90
1991,5,M,65,160,80
1991,5,M,70,80,50
1991,5,M,75,40,40
1991,5,M,80,20,0
1991,5,M,85,10,10
1991,6,F,0,70,40
1991,6,F,5,50,40
1991,6,F,10,40,40
1991,6,F,15,80,70
1991,6,F,20,180,150
1991,6,F,25,200,140
1991,6,F,30,110,90
1991,6,F,35,80,50
1991,6,F,40,40,40
1991,6,F,45,30,40
1991,6,F,50,20,20
1991,6,F,55,20,0
1991,6,F,60,0,10
1991,6,F,65,0,0
1991,6,F,70,0,10
1991,6,F,75,0,0
1991,6,F,80,0,0
1991,6,F,85,0,0
1991,6,M,0,70,50
1991,6,M,5,50,50
1991,6,M,10,40,40
1991,6,M,15,70,40
1991,6,M,20,170,140
1991,6,M,25,160,130
1991,6,M,30,140,110
1991,6,M,35,80,80
1991,6,M,40,60,60
1991,6,M,45,60,40
1991,6,M,50,20,30
1991,6,M,55,0,20
1991,6,M,60,20,10
1991,6,M,65,10,10
1991,6,M,70,10,0
1991,6,M,75,0,10
1991,6,M,80,0,0
1991,6,M,85,0,0
1991,7,F,0,70,30
1991,7,F,5,60,40
1991,7,F,10,50,30
1991,7,F,15,50,40
1991,7,F,20,110,90
1991,7,F,25,180,90
1991,7,F,30,110,70
1991,7,F,35,70,60
1991,7,F,40,60,40
1991,7,F,45,30,20
1991,7,F,50,0,0
1991,7,F,55,0,0
1991,7,F,60,0,0
1991,7,F,65,0,0
1991,7,F,70,0,0
1991,7,F,75,0,0
1991,7,F,80,0,0
1991,7,F,85,0,0
1991,7,M,0,70,60
1991,7,M,5,70,50
1991,7,M,10,40,30
1991,7,M,15,50,30
1991,7,M,20,90,80
1991,7,M,25,140,100
1991,7,M,30,110,90
1991,7,M,35,100,70
1991,7,M,40,70,60
1991,7,M,45,50,40
1991,7,M,50,30,30
1991,7,M,55,0,20
1991,7,M,60,0,10
1991,7,M,65,0,0
1991,7,M,70,0,0
1991,7,M,75,0,0
1991,7,M,80,0,0
1991,7,M,85,0,0
1991,8,F,0,170,190
1991,8,F,5,210,190
1991,8,F,10,180,170
1991,8,F,15,200,170
1991,8,F,20,330,260
1991,8,F,25,450,330
1991,8,F,30,380,330
1991,8,F,35,290,310
1991,8,F,40,220,260
1991,8,F,45,160,180
1991,8,F,50,110,100
1991,8,F,55,60,50
1991,8,F,60,50,30
1991,8,F,65,0,0
1991,8,F,70,0,0
1991,8,F,75,0,0
1991,8,F,80,0,0
1991,8,F,85,0,0
1991,8,M,0,200,180
1991,8,M,5,230,190
1991,8,M,10,190,170
1991,8,M,15,190,130
1991,8,M,20,270,220
1991,8,M,25,400,280
1991,8,M,30,390,330
1991,8,M,35,330,310
1991,8,M,40,300,340
1991,8,M,45,220,240
1991,8,M,50,140,140
1991,8,M,55,100,110
1991,8,M,60,60,50
1991,8,M,65,0,0
1991,8,M,70,0,0
1991,8,M,75,0,0
1991,8,M,80,0,0
1991,8,M,85,0,0
1992,1,F,0,3250,1780
1992,1,F,5,2940,1390
1992,1,F,10,2420,1050
1992,1,F,15,3440,1380
1992,1,F,20,6730,4780
1992,1,F,25,8410,5610
1992,1,F,30,6170,3900
1992,1,F,35,3960,2570
1992,1,F,40,2620,1600
1992,1,F,45,1520,1020
1992,1,F,50,1030,720
1992,1,F,55,810,540
1992,1,F,60,730,480
1992,1,F,65,540,380
1992,1,F,70,360,230
1992,1,F,75,170,150
1992,1,F,80,100,60
1992,1,F,85,40,40
1992,1,M,0,3420,1910
1992,1,M,5,3250,1450
1992,1,M,10,2530,1030
1992,1,M,15,3360,1350
1992,1,M,20,5680,4260
1992,1,M,25,7730,6120
1992,1,M,30,6840,4880
1992,1,M,35,4700,3390
1992,1,M,40,3520,2250
1992,1,M,45,2200,1510
1992,1,M,50,1430,1010
1992,1,M,55,950,660
1992,1,M,60,710,450
1992,1,M,65,560,390
1992,1,M,70,270,190
1992,1,M,75,160,110
1992,1,M,80,60,40
1992,1,M,85,0,0
1992,2,F,0,1840,1030
1992,2,F,5,1720,830
1992,2,F,10,1340,640
1992,2,F,15,2260,920
1992,2,F,20,4290,3020
1992,2,F,25,4620,2830
1992,2,F,30,3330,2060
1992,2,F,35,2260,1400
1992,2,F,40,1410,940
1992,2,F,45,820,590
1992,2,F,50,630,420
1992,2,F,55,560,360
1992,2,F,60,450,310
1992,2,F,65,380,260
1992,2,F,70,210,130
1992,2,F,75,130,90
1992,2,F,80,60,50
1992,2,F,85,30,30
1992,2,M,0,1870,1140
1992,2,M,5,1770,850
1992,2,M,10,1500,630
1992,2,M,15,2280,890
1992,2,M,20,3850,2880
1992,2,M,25,4220,3120
1992,2,M,30,3780,2490
1992,2,M,35,2660,1870
1992,2,M,40,1800,1250
1992,2,M,45,1130,790
1992,2,M,50,760,570
1992,2,M,55,630,390
1992,2,M,60,450,320
1992,2,M,65,360,280
1992,2,M,70,170,120
1992,2,M,75,80,80
1992,2,M,80,40,0
1992,2,M,85,20,0
1992,3,F,0,1070,740
1992,3,F,5,990,510
1992,3,F,10,880,390
1992,3,F,15,1320,730
1992,3,F,20,2610,2200
1992,3,F,25,2770,1850
1992,3,F,30,2020,1210
1992,3,F,35,1300,790
1992,3,F,40,930,600
1992,3,F,45,540,450
1992,3,F,50,330,290
1992,3,F,55,250,180
1992,3,F,60,210,160
1992,3,F,65,180,130
1992,3,F,70,130,100
1992,3,F,75,70,50
1992,3,F,80,30,20
1992,3,F,85,20,20
1992,3,M,0,1070,690
1992,3,M,5,1040,560
1992,3,M,10,970,430
1992,3,M,15,1310,610
1992,3,M,20,1970,1770
1992,3,M,25,2480,1820
1992,3,M,30,2040,1390
1992,3,M,35,1450,1000
1992,3,M,40,1100,790
1992,3,M,45,750,620
1992,3,M,50,460,420
1992,3,M,55,320,270
1992,3,M,60,210,180
1992,3,M,65,180,150
1992,3,M,70,110,70
1992,3,M,75,50,50
1992,3,M,80,20,20
1992,3,M,85,0,0
1992,4,F,0,350,220
1992,4,F,5,350,190
1992,4,F,10,240,100
1992,4,F,15,440,200
1992,4,F,20,810,660
1992,4,F,25,870,590
1992,4,F,30,740,400
1992,4,F,35,450,310
1992,4,F,40,260,200
1992,4,F,45,190,130
1992,4,F,50,130,110
1992,4,F,55,90,70
1992,4,F,60,80,70
1992,4,F,65,70,60
1992,4,F,70,50,30
1992,4,F,75,30,30
1992,4,F,80,10,20
1992,4,F,85,0,20
1992,4,M,0,380,230
1992,4,M,5,360,170
1992,4,M,10,270,130
1992,4,M,15,410,190
1992,4,M,20,690,580
1992,4,M,25,740,600
1992,4,M,30,680,450
1992,4,M,35,490,310
1992,4,M,40,340,240
1992,4,M,45,210,170
1992,4,M,50,140,130
1992,4,M,55,100,90
1992,4,M,60,70,60
1992,4,M,65,70,60
1992,4,M,70,30,40
1992,4,M,75,20,20
1992,4,M,80,0,0
1992,4,M,85,0,0
1992,5,F,0,760,510
1992,5,F,5,790,410
1992,5,F,10,610,280
1992,5,F,15,1080,450
1992,5,F,20,2140,1660
1992,5,F,25,2040,1320
1992,5,F,30,1420,860
1992,5,F,35,970,570
1992,5,F,40,590,420
1992,5,F,45,350,270
1992,5,F,50,280,180
1992,5,F,55,200,140
1992,5,F,60,200,120
1992,5,F,65,170,100
1992,5,F,70,110,70
1992,5,F,75,60,30
1992,5,F,80,30,20
1992,5,F,85,0,10
1992,5,M,0,900,510
1992,5,M,5,840,430
1992,5,M,10,640,280
1992,5,M,15,960,430
1992,5,M,20,1840,1350
1992,5,M,25,1840,1420
1992,5,M,30,1470,1000
1992,5,M,35,1170,750
1992,5,M,40,840,530
1992,5,M,45,500,380
1992,5,M,50,290,200
1992,5,M,55,220,150
1992,5,M,60,190,120
1992,5,M,65,160,80
1992,5,M,70,90,60
1992,5,M,75,40,30
1992,5,M,80,20,20
1992,5,M,85,0,10
1992,6,F,0,60,40
1992,6,F,5,50,40
1992,6,F,10,40,40
1992,6,F,15,80,60
1992,6,F,20,190,160
1992,6,F,25,190,150
1992,6,F,30,130,90
1992,6,F,35,70,90
1992,6,F,40,40,50
1992,6,F,45,30,30
1992,6,F,50,20,20
1992,6,F,55,10,0
1992,6,F,60,0,0
1992,6,F,65,10,0
1992,6,F,70,10,0
1992,6,F,75,0,0
1992,6,F,80,0,0
1992,6,F,85,0,0
1992,6,M,0,50,40
1992,6,M,5,50,50
1992,6,M,10,50,40
1992,6,M,15,70,40
1992,6,M,20,180,160
1992,6,M,25,180,160
1992,6,M,30,120,100
1992,6,M,35,80,70
1992,6,M,40,70,60
1992,6,M,45,40,40
1992,6,M,50,30,30
1992,6,M,55,0,20
1992,6,M,60,0,20
1992,6,M,65,10,0
1992,6,M,70,0,0
1992,6,M,75,0,0
1992,6,M,80,0,0
1992,6,M,85,0,0
1992,7,F,0,60,40
1992,7,F,5,50,30
1992,7,F,10,50,30
1992,7,F,15,50,30
1992,7,F,20,110,90
1992,7,F,25,120,110
1992,7,F,30,90,70
1992,7,F,35,70,50
1992,7,F,40,50,40
1992,7,F,45,30,30
1992,7,F,50,10,20
1992,7,F,55,20,0
1992,7,F,60,0,0
1992,7,F,65,0,0
1992,7,F,70,0,0
1992,7,F,75,0,0
1992,7,F,80,0,0
1992,7,F,85,0,0
1992,7,M,0,60,30
1992,7,M,5,40,40
1992,7,M,10,40,30
1992,7,M,15,50,20
1992,7,M,20,80,70
1992,7,M,25,120,100
1992,7,M,30,100,100
1992,7,M,35,70,60
1992,7,M,40,70,60
1992,7,M,45,40,40
1992,7,M,50,40,20
1992,7,M,55,20,30
1992,7,M,60,0,20
1992,7,M,65,0,0
1992,7,M,70,0,0
1992,7,M,75,0,0
1992,7,M,80,0,0
1992,7,M,85,0,0
1992,8,F,0,190,200
1992,8,F,5,190,220
1992,8,F,10,160,170
1992,8,F,15,210,160
1992,8,F,20,340,300
1992,8,F,25,420,330
1992,8,F,30,320,320
1992,8,F,35,290,270
1992,8,F,40,230,230
1992,8,F,45,160,170
1992,8,F,50,90,120
1992,8,F,55,80,50
1992,8,F,60,50,40
1992,8,F,65,0,20
1992,8,F,70,0,0
1992,8,F,75,0,0
1992,8,F,80,10,0
1992,8,F,85,0,0
1992,8,M,0,170,190
1992,8,M,5,200,190
1992,8,M,10,180,170
1992,8,M,15,210,140
1992,8,M,20,250,230
1992,8,M,25,380,310
1992,8,M,30,360,300
1992,8,M,35,280,310
1992,8,M,40,280,290
1992,8,M,45,220,230
1992,8,M,50,140,150
1992,8,M,55,100,70
1992,8,M,60,60,60
1992,8,M,65,0,0
1992,8,M,70,0,0
1992,8,M,75,0,0
1992,8,M,80,0,0
1992,8,M,85,0,0
1993,1,F,0,2610,1820
1993,1,F,5,2410,1330
1993,1,F,10,2020,1010
1993,1,F,15,3300,1480
1993,1,F,20,6720,4570
1993,1,F,25,7430,5190
1993,1,F,30,5440,3960
1993,1,F,35,3510,2510
1993,1,F,40,2210,1660
1993,1,F,45,1430,1080
1993,1,F,50,1040,700
1993,1,F,55,900,530
1993,1,F,60,670,460
1993,1,F,65,520,350
1993,1,F,70,330,250
1993,1,F,75,170,130
1993,1,F,80,90,70
1993,1,F,85,0,30
1993,1,M,0,2750,1890
1993,1,M,5,2450,1430
1993,1,M,10,2090,1010
1993,1,M,15,3100,1410
1993,1,M,20,5240,3920
1993,1,M,25,6600,5530
1993,1,M,30,5930,4870
1993,1,M,35,4270,3630
1993,1,M,40,3080,2150
1993,1,M,45,2130,1580
1993,1,M,50,1420,960
1993,1,M,55,940,630
1993,1,M,60,710,450
1993,1,M,65,520,400
1993,1,M,70,270,210
1993,1,M,75,140,120
1993,1,M,80,80,50
1993,1,M,85,0,0
1993,2,F,0,1350,990
1993,2,F,5,1230,820
1993,2,F,10,1040,640
1993,2,F,15,2100,930
1993,2,F,20,4310,2900
1993,2,F,25,3940,2760
1993,2,F,30,2760,2060
1993,2,F,35,1800,1360
1993,2,F,40,1210,940
1993,2,F,45,780,630
1993,2,F,50,570,440
1993,2,F,55,520,340
1993,2,F,60,390,280
1993,2,F,65,310,210
1993,2,F,70,220,150
1993,2,F,75,100,80
1993,2,F,80,60,50
1993,2,F,85,30,20
1993,2,M,0,1350,990
1993,2,M,5,1330,870
1993,2,M,10,1160,650
1993,2,M,15,2030,820
1993,2,M,20,3650,2570
1993,2,M,25,3550,2860
1993,2,M,30,2950,2460
1993,2,M,35,2130,1870
1993,2,M,40,1500,1210
1993,2,M,45,1080,910
1993,2,M,50,690,570
1993,2,M,55,530,430
1993,2,M,60,390,310
1993,2,M,65,300,220
1993,2,M,70,190,130
1993,2,M,75,80,50
1993,2,M,80,50,30
1993,2,M,85,0,0
1993,3,F,0,920,670
1993,3,F,5,840,530
1993,3,F,10,720,410
1993,3,F,15,1250,660
1993,3,F,20,2500,2180
1993,3,F,25,2610,1940
1993,3,F,30,1780,1140
1993,3,F,35,1110,790
1993,3,F,40,840,620
1993,3,F,45,510,490
1993,3,F,50,400,290
1993,3,F,55,230,170
1993,3,F,60,210,110
1993,3,F,65,210,130
1993,3,F,70,100,90
1993,3,F,75,60,40
1993,3,F,80,40,30
1993,3,F,85,20,20
1993,3,M,0,900,690
1993,3,M,5,860,540
1993,3,M,10,870,440
1993,3,M,15,1290,630
1993,3,M,20,2190,1800
1993,3,M,25,2330,1880
1993,3,M,30,1730,1390
1993,3,M,35,1360,1060
1993,3,M,40,960,850
1993,3,M,45,680,640
1993,3,M,50,440,430
1993,3,M,55,330,250
1993,3,M,60,210,150
1993,3,M,65,200,110
1993,3,M,70,110,70
1993,3,M,75,50,40
1993,3,M,80,20,0
1993,3,M,85,0,0
1993,4,F,0,310,170
1993,4,F,5,270,170
1993,4,F,10,230,140
1993,4,F,15,450,190
1993,4,F,20,910,710
1993,4,F,25,860,590
1993,4,F,30,690,440
1993,4,F,35,430,290
1993,4,F,40,250,210
1993,4,F,45,190,130
1993,4,F,50,130,90
1993,4,F,55,80,70
1993,4,F,60,90,70
1993,4,F,65,60,70
1993,4,F,70,50,40
1993,4,F,75,20,30
1993,4,F,80,0,0
1993,4,F,85,10,0
1993,4,M,0,330,220
1993,4,M,5,310,170
1993,4,M,10,250,120
1993,4,M,15,390,200
1993,4,M,20,670,650
1993,4,M,25,760,580
1993,4,M,30,670,470
1993,4,M,35,420,340
1993,4,M,40,310,260
1993,4,M,45,220,150
1993,4,M,50,170,100
1993,4,M,55,100,80
1993,4,M,60,80,60
1993,4,M,65,70,60
1993,4,M,70,30,40
1993,4,M,75,10,20
1993,4,M,80,0,10
1993,4,M,85,0,0
1993,5,F,0,720,460
1993,5,F,5,670,390
1993,5,F,10,510,300
1993,5,F,15,1070,430
1993,5,F,20,2250,1480
1993,5,F,25,1940,1260
1993,5,F,30,1240,820
1993,5,F,35,910,630
1993,5,F,40,560,410
1993,5,F,45,410,310
1993,5,F,50,240,210
1993,5,F,55,190,120
1993,5,F,60,180,110
1993,5,F,65,130,90
1993,5,F,70,90,70
1993,5,F,75,60,30
1993,5,F,80,20,20
1993,5,F,85,0,10
1993,5,M,0,720,440
1993,5,M,5,700,430
1993,5,M,10,540,290
1993,5,M,15,920,380
1993,5,M,20,2020,1250
1993,5,M,25,1740,1200
1993,5,M,30,1370,890
1993,5,M,35,1050,680
1993,5,M,40,710,500
1993,5,M,45,500,420
1993,5,M,50,320,210
1993,5,M,55,220,170
1993,5,M,60,180,100
1993,5,M,65,130,90
1993,5,M,70,80,50
1993,5,M,75,40,30
1993,5,M,80,0,10
1993,5,M,85,0,0
1993,6,F,0,40,40
1993,6,F,5,50,40
1993,6,F,10,20,20
1993,6,F,15,80,50
1993,6,F,20,180,170
1993,6,F,25,200,140
1993,6,F,30,100,100
1993,6,F,35,90,60
1993,6,F,40,60,40
1993,6,F,45,40,30
1993,6,F,50,20,20
1993,6,F,55,20,30
1993,6,F,60,0,0
1993,6,F,65,0,0
1993,6,F,70,0,0
1993,6,F,75,0,0
1993,6,F,80,0,0
1993,6,F,85,0,0
1993,6,M,0,50,50
1993,6,M,5,50,40
1993,6,M,10,30,30
1993,6,M,15,70,50
1993,6,M,20,190,140
1993,6,M,25,180,130
1993,6,M,30,120,110
1993,6,M,35,80,80
1993,6,M,40,60,60
1993,6,M,45,50,50
1993,6,M,50,30,30
1993,6,M,55,20,30
1993,6,M,60,20,0
1993,6,M,65,20,0
1993,6,M,70,0,0
1993,6,M,75,0,0
1993,6,M,80,0,0
1993,6,M,85,0,0
1993,7,F,0,40,30
1993,7,F,5,40,30
1993,7,F,10,40,20
1993,7,F,15,50,40
1993,7,F,20,90,60
1993,7,F,25,110,90
1993,7,F,30,90,70
1993,7,F,35,60,50
1993,7,F,40,40,30
1993,7,F,45,30,20
1993,7,F,50,0,10
1993,7,F,55,0,0
1993,7,F,60,0,0
1993,7,F,65,0,0
