year,state,sex,age,immig,emig
1999,4,M,40,410,340
1999,4,M,45,260,230
1999,4,M,50,200,190
1999,4,M,55,150,140
1999,4,M,60,70,70
1999,4,M,65,70,60
1999,4,M,70,40,40
1999,4,M,75,20,30
1999,4,M,80,0,0
1999,4,M,85,0,0
1999,5,F,0,920,470
1999,5,F,5,1020,400
1999,5,F,10,920,350
1999,5,F,15,1720,490
1999,5,F,20,2960,1620
1999,5,F,25,2780,1980
1999,5,F,30,1810,1300
1999,5,F,35,1590,920
1999,5,F,40,980,650
1999,5,F,45,640,480
1999,5,F,50,410,350
1999,5,F,55,260,220
1999,5,F,60,200,160
1999,5,F,65,150,120
1999,5,F,70,90,80
1999,5,F,75,60,60
1999,5,F,80,30,30
1999,5,F,85,0,0
1999,5,M,0,970,520
1999,5,M,5,1110,430
1999,5,M,10,930,320
1999,5,M,15,1390,380
1999,5,M,20,2590,1400
1999,5,M,25,2580,2030
1999,5,M,30,1980,1370
1999,5,M,35,1860,1010
1999,5,M,40,1260,750
1999,5,M,45,910,590
1999,5,M,50,600,450
1999,5,M,55,340,290
1999,5,M,60,230,160
1999,5,M,65,170,140
1999,5,M,70,100,60
1999,5,M,75,50,30
1999,5,M,80,20,0
1999,5,M,85,0,0
1999,6,F,0,60,50
1999,6,F,5,40,50
1999,6,F,10,30,30
1999,6,F,15,90,50
1999,6,F,20,200,160
1999,6,F,25,220,240
1999,6,F,30,120,140
1999,6,F,35,90,100
1999,6,F,40,50,60
1999,6,F,45,30,50
1999,6,F,50,30,30
1999,6,F,55,20,30
1999,6,F,60,0,0
1999,6,F,65,0,0
1999,6,F,70,0,0
1999,6,F,75,0,0
1999,6,F,80,0,0
1999,6,F,85,0,0
1999,6,M,0,60,40
1999,6,M,5,60,40
1999,6,M,10,40,40
1999,6,M,15,90,30
1999,6,M,20,170,120
1999,6,M,25,210,210
1999,6,M,30,140,130
1999,6,M,35,100,90
1999,6,M,40,50,80
1999,6,M,45,40,60
1999,6,M,50,40,40
1999,6,M,55,30,40
1999,6,M,60,0,20
1999,6,M,65,0,0
1999,6,M,70,0,0
1999,6,M,75,0,0
1999,6,M,80,0,0
1999,6,M,85,0,0
1999,7,F,0,70,30
1999,7,F,5,80,30
1999,7,F,10,60,20
1999,7,F,15,50,30
1999,7,F,20,180,90
1999,7,F,25,210,110
1999,7,F,30,150,90
1999,7,F,35,120,60
1999,7,F,40,60,50
1999,7,F,45,50,40
1999,7,F,50,50,30
1999,7,F,55,40,20
1999,7,F,60,0,0
1999,7,F,65,0,0
1999,7,F,70,0,0
1999,7,F,75,0,0
1999,7,F,80,0,0
1999,7,F,85,0,0
1999,7,M,0,80,30
1999,7,M,5,70,40
1999,7,M,10,70,20
1999,7,M,15,60,20
1999,7,M,20,160,80
1999,7,M,25,190,130
1999,7,M,30,180,90
1999,7,M,35,140,90
1999,7,M,40,110,60
1999,7,M,45,70,40
1999,7,M,50,60,40
1999,7,M,55,50,30
1999,7,M,60,20,0
1999,7,M,65,0,20
1999,7,M,70,0,0
1999,7,M,75,0,0
1999,7,M,80,0,0
1999,7,M,85,0,0
1999,8,F,0,150,120
1999,8,F,5,160,180
1999,8,F,10,160,130
1999,8,F,15,210,170
1999,8,F,20,350,390
1999,8,F,25,500,530
1999,8,F,30,390,430
1999,8,F,35,290,380
1999,8,F,40,230,250
1999,8,F,45,150,220
1999,8,F,50,110,200
1999,8,F,55,60,80
1999,8,F,60,30,50
1999,8,F,65,20,0
1999,8,F,70,0,0
1999,8,F,75,0,0
1999,8,F,80,0,0
1999,8,F,85,0,0
1999,8,M,0,150,160
1999,8,M,5,170,170
1999,8,M,10,130,130
1999,8,M,15,240,150
1999,8,M,20,380,400
1999,8,M,25,500,560
1999,8,M,30,420,420
1999,8,M,35,380,360
1999,8,M,40,270,290
1999,8,M,45,250,240
1999,8,M,50,150,230
1999,8,M,55,100,120
1999,8,M,60,70,50
1999,8,M,65,20,40
1999,8,M,70,20,0
1999,8,M,75,0,0
1999,8,M,80,0,0
1999,8,M,85,0,0
2000,1,F,0,3350,1950
2000,1,F,5,3250,1780
2000,1,F,10,2780,1450
2000,1,F,15,5970,1890
2000,1,F,20,11880,6750
2000,1,F,25,14100,10050
2000,1,F,30,8780,6320
2000,1,F,35,5860,4460
2000,1,F,40,3750,3080
2000,1,F,45,2400,2210
2000,1,F,50,1620,1630
2000,1,F,55,1150,990
2000,1,F,60,980,850
2000,1,F,65,710,670
2000,1,F,70,460,400
2000,1,F,75,260,290
2000,1,F,80,120,130
2000,1,F,85,40,80
2000,1,M,0,3540,2080
2000,1,M,5,3390,1850
2000,1,M,10,2990,1420
2000,1,M,15,6070,1860
2000,1,M,20,11410,6970
2000,1,M,25,13760,10690
2000,1,M,30,10300,7110
2000,1,M,35,7690,5510
2000,1,M,40,5090,3740
2000,1,M,45,3420,2540
2000,1,M,50,2460,2070
2000,1,M,55,1360,1180
2000,1,M,60,970,780
2000,1,M,65,770,610
2000,1,M,70,450,400
2000,1,M,75,230,200
2000,1,M,80,90,90
2000,1,M,85,20,50
2000,2,F,0,1640,990
2000,2,F,5,1610,930
2000,2,F,10,1460,720
2000,2,F,15,4680,950
2000,2,F,20,7270,3330
2000,2,F,25,6290,4580
2000,2,F,30,4040,2920
2000,2,F,35,2750,2040
2000,2,F,40,1780,1380
2000,2,F,45,1140,1040
2000,2,F,50,800,820
2000,2,F,55,530,560
2000,2,F,60,500,430
2000,2,F,65,340,320
2000,2,F,70,210,200
2000,2,F,75,120,120
2000,2,F,80,60,60
2000,2,F,85,30,30
2000,2,M,0,1720,1030
2000,2,M,5,1640,940
2000,2,M,10,1500,690
2000,2,M,15,4680,820
2000,2,M,20,7680,3410
2000,2,M,25,6360,4680
2000,2,M,30,4560,3190
2000,2,M,35,3410,2340
2000,2,M,40,2310,1690
2000,2,M,45,1520,1310
2000,2,M,50,1160,1000
2000,2,M,55,680,640
2000,2,M,60,430,380
2000,2,M,65,400,330
2000,2,M,70,230,220
2000,2,M,75,120,100
2000,2,M,80,50,30
2000,2,M,85,0,0
2000,3,F,0,1290,750
2000,3,F,5,1350,650
2000,3,F,10,1230,540
2000,3,F,15,2070,720
2000,3,F,20,4540,2850
2000,3,F,25,4290,3700
2000,3,F,30,2610,1990
2000,3,F,35,2030,1370
2000,3,F,40,1360,1030
2000,3,F,45,1010,800
2000,3,F,50,690,640
2000,3,F,55,420,410
2000,3,F,60,340,230
2000,3,F,65,270,180
2000,3,F,70,170,130
2000,3,F,75,110,90
2000,3,F,80,60,30
2000,3,F,85,30,40
2000,3,M,0,1300,730
2000,3,M,5,1470,700
2000,3,M,10,1310,540
2000,3,M,15,2160,600
2000,3,M,20,4180,2320
2000,3,M,25,3930,3360
2000,3,M,30,2600,2060
2000,3,M,35,2210,1570
2000,3,M,40,1600,1260
2000,3,M,45,1190,1010
2000,3,M,50,970,840
2000,3,M,55,570,570
2000,3,M,60,430,360
2000,3,M,65,280,180
2000,3,M,70,180,120
2000,3,M,75,80,60
2000,3,M,80,30,30
2000,3,M,85,20,0
2000,4,F,0,270,210
2000,4,F,5,260,140
2000,4,F,10,230,120
2000,4,F,15,570,160
2000,4,F,20,1160,680
2000,4,F,25,940,850
2000,4,F,30,600,510
2000,4,F,35,420,360
2000,4,F,40,270,250
2000,4,F,45,160,200
2000,4,F,50,130,180
2000,4,F,55,90,110
2000,4,F,60,60,70
2000,4,F,65,50,50
2000,4,F,70,40,40
2000,4,F,75,0,20
2000,4,F,80,0,0
2000,4,F,85,0,10
2000,4,M,0,290,210
2000,4,M,5,290,170
2000,4,M,10,230,120
2000,4,M,15,640,150
2000,4,M,20,930,500
2000,4,M,25,830,770
2000,4,M,30,620,530
2000,4,M,35,430,390
2000,4,M,40,330,300
2000,4,M,45,220,210
2000,4,M,50,160,170
2000,4,M,55,90,120
2000,4,M,60,70,70
2000,4,M,65,50,40
2000,4,M,70,0,40
2000,4,M,75,20,0
2000,4,M,80,0,0
2000,4,M,85,0,0
2000,5,F,0,910,480
2000,5,F,5,950,440
2000,5,F,10,860,390
2000,5,F,15,1790,480
2000,5,F,20,3200,1560
2000,5,F,25,2840,2020
2000,5,F,30,1860,1210
2000,5,F,35,1450,890
2000,5,F,40,1030,650
2000,5,F,45,690,530
2000,5,F,50,410,370
2000,5,F,55,260,210
2000,5,F,60,210,140
2000,5,F,65,140,120
2000,5,F,70,110,90
2000,5,F,75,60,60
2000,5,F,80,30,20
2000,5,F,85,20,20
2000,5,M,0,970,480
2000,5,M,5,1050,450
2000,5,M,10,980,360
2000,5,M,15,1510,400
2000,5,M,20,2800,1390
2000,5,M,25,2700,1870
2000,5,M,30,2010,1290
2000,5,M,35,1790,1050
2000,5,M,40,1380,770
2000,5,M,45,960,660
2000,5,M,50,670,490
2000,5,M,55,360,300
2000,5,M,60,240,170
2000,5,M,65,170,120
2000,5,M,70,110,90
2000,5,M,75,40,40
2000,5,M,80,20,0
2000,5,M,85,10,0
2000,6,F,0,40,30
2000,6,F,5,30,40
2000,6,F,10,40,20
2000,6,F,15,90,40
2000,6,F,20,160,150
2000,6,F,25,120,170
2000,6,F,30,80,80
2000,6,F,35,40,80
2000,6,F,40,40,60
2000,6,F,45,30,40
2000,6,F,50,20,30
2000,6,F,55,0,20
2000,6,F,60,0,0
2000,6,F,65,0,0
2000,6,F,70,0,0
2000,6,F,75,0,0
2000,6,F,80,0,0
2000,6,F,85,0,0
2000,6,M,0,40,40
2000,6,M,5,0,30
2000,6,M,10,40,30
2000,6,M,15,120,30
2000,6,M,20,210,100
2000,6,M,25,130,170
2000,6,M,30,90,90
2000,6,M,35,60,80
2000,6,M,40,40,70
2000,6,M,45,30,70
2000,6,M,50,0,40
2000,6,M,55,0,30
2000,6,M,60,10,20
2000,6,M,65,0,0
2000,6,M,70,0,0
2000,6,M,75,0,0
2000,6,M,80,0,0
2000,6,M,85,0,0
2000,7,F,0,50,20
2000,7,F,5,70,40
2000,7,F,10,60,30
2000,7,F,15,80,30
2000,7,F,20,160,120
2000,7,F,25,200,170
2000,7,F,30,130,120
2000,7,F,35,110,70
2000,7,F,40,60,70
2000,7,F,45,60,40
2000,7,F,50,40,30
2000,7,F,55,20,30
2000,7,F,60,0,0
2000,7,F,65,0,0
2000,7,F,70,0,0
2000,7,F,75,0,0
2000,7,F,80,0,0
2000,7,F,85,0,0
2000,7,M,0,60,30
2000,7,M,5,90,40
2000,7,M,10,60,40
2000,7,M,15,70,30
2000,7,M,20,140,100
2000,7,M,25,200,150
2000,7,M,30,160,100
2000,7,M,35,140,90
2000,7,M,40,110,60
2000,7,M,45,80,50
2000,7,M,50,60,70
2000,7,M,55,40,30
2000,7,M,60,20,0
2000,7,M,65,0,0
2000,7,M,70,0,0
2000,7,M,75,0,0
2000,7,M,80,0,0
2000,7,M,85,0,0
2000,8,F,0,110,130
2000,8,F,5,110,120
2000,8,F,10,120,110
2000,8,F,15,230,110
2000,8,F,20,380,210
2000,8,F,25,350,390
2000,8,F,30,300,300
2000,8,F,35,210,250
2000,8,F,40,160,180
2000,8,F,45,130,220
2000,8,F,50,100,130
2000,8,F,55,40,80
2000,8,F,60,20,30
2000,8,F,65,0,20
2000,8,F,70,0,0
2000,8,F,75,0,0
2000,8,F,80,0,0
2000,8,F,85,0,0
2000,8,M,0,120,130
2000,8,M,5,150,130
2000,8,M,10,130,110
2000,8,M,15,280,80
2000,8,M,20,390,160
2000,8,M,25,380,340
2000,8,M,30,330,310
2000,8,M,35,280,280
2000,8,M,40,200,260
2000,8,M,45,180,220
2000,8,M,50,170,190
2000,8,M,55,80,130
2000,8,M,60,40,30
2000,8,M,65,0,0
2000,8,M,70,0,0
2000,8,M,75,0,0
2000,8,M,80,0,0
2000,8,M,85,0,0
2001,1,F,0,3560,2060
2001,1,F,5,3190,1830
2001,1,F,10,2880,1390
2001,1,F,15,6910,1950
2001,1,F,20,13210,6780
2001,1,F,25,14980,10160
2001,1,F,30,9780,6560
2001,1,F,35,6200,4340
2001,1,F,40,4050,3120
2001,1,F,45,2840,2150
2001,1,F,50,2050,1600
2001,1,F,55,1390,1020
2001,1,F,60,1170,730
2001,1,F,65,810,540
2001,1,F,70,500,430
2001,1,F,75,260,250
2001,1,F,80,110,110
2001,1,F,85,50,60
2001,1,M,0,3520,2130
2001,1,M,5,3520,1900
2001,1,M,10,2960,1400
2001,1,M,15,6740,1880
2001,1,M,20,12330,6850
2001,1,M,25,14660,10710
2001,1,M,30,10660,7340
2001,1,M,35,8180,5310
2001,1,M,40,5350,3980
2001,1,M,45,3530,2760
2001,1,M,50,2640,2010
2001,1,M,55,1640,1190
2001,1,M,60,1120,680
2001,1,M,65,800,570
2001,1,M,70,480,370
2001,1,M,75,230,220
2001,1,M,80,80,70
2001,1,M,85,30,30
2001,2,F,0,1750,1060
2001,2,F,5,1780,1000
2001,2,F,10,1550,730
2001,2,F,15,5440,910
2001,2,F,20,8550,3610
2001,2,F,25,7020,4990
2001,2,F,30,4560,3270
2001,2,F,35,3070,2170
2001,2,F,40,2040,1470
2001,2,F,45,1390,1040
2001,2,F,50,940,810
2001,2,F,55,670,560
2001,2,F,60,570,390
2001,2,F,65,420,290
2001,2,F,70,250,220
2001,2,F,75,130,110
2001,2,F,80,60,60
2001,2,F,85,30,40
2001,2,M,0,1830,1090
2001,2,M,5,1870,990
2001,2,M,10,1710,750
2001,2,M,15,5190,970
2001,2,M,20,8690,3870
2001,2,M,25,7200,5330
2001,2,M,30,5040,3580
2001,2,M,35,3560,2430
2001,2,M,40,2570,1900
2001,2,M,45,1800,1330
2001,2,M,50,1350,1030
2001,2,M,55,740,680
2001,2,M,60,540,360
2001,2,M,65,390,320
2001,2,M,70,260,180
2001,2,M,75,120,100
2001,2,M,80,50,40
2001,2,M,85,0,0
2001,3,F,0,1370,810
2001,3,F,5,1540,670
2001,3,F,10,1460,570
2001,3,F,15,2530,790
2001,3,F,20,5570,3020
2001,3,F,25,5510,4050
2001,3,F,30,3320,2270
2001,3,F,35,2330,1430
2001,3,F,40,1810,1080
2001,3,F,45,1350,900
2001,3,F,50,1130,720
2001,3,F,55,790,390
2001,3,F,60,620,250
2001,3,F,65,370,160
2001,3,F,70,220,110
2001,3,F,75,130,70
2001,3,F,80,70,40
2001,3,F,85,40,30
2001,3,M,0,1430,800
2001,3,M,5,1530,710
2001,3,M,10,1580,600
2001,3,M,15,2570,730
2001,3,M,20,4950,2540
2001,3,M,25,4880,3690
2001,3,M,30,3140,2300
2001,3,M,35,2540,1670
2001,3,M,40,1940,1350
2001,3,M,45,1490,1150
2001,3,M,50,1260,920
2001,3,M,55,810,650
2001,3,M,60,660,350
2001,3,M,65,420,170
2001,3,M,70,200,100
2001,3,M,75,110,80
2001,3,M,80,50,30
2001,3,M,85,0,20
2001,4,F,0,300,200
2001,4,F,5,270,150
2001,4,F,10,250,130
2001,4,F,15,740,180
2001,4,F,20,1290,720
2001,4,F,25,1100,1020
2001,4,F,30,660,560
2001,4,F,35,500,360
2001,4,F,40,310,270
2001,4,F,45,190,190
2001,4,F,50,160,220
2001,4,F,55,110,140
2001,4,F,60,80,70
2001,4,F,65,70,60
2001,4,F,70,40,30
2001,4,F,75,30,30
2001,4,F,80,0,0
2001,4,F,85,0,0
2001,4,M,0,340,210
2001,4,M,5,300,200
2001,4,M,10,250,120
2001,4,M,15,720,180
2001,4,M,20,1100,540
2001,4,M,25,1020,860
2001,4,M,30,740,570
2001,4,M,35,550,450
2001,4,M,40,350,320
2001,4,M,45,270,270
2001,4,M,50,190,210
2001,4,M,55,100,140
2001,4,M,60,80,60
2001,4,M,65,60,60
2001,4,M,70,40,40
2001,4,M,75,20,20
2001,4,M,80,0,0
2001,4,M,85,0,0
2001,5,F,0,890,510
2001,5,F,5,1030,480
2001,5,F,10,980,330
2001,5,F,15,1960,470
2001,5,F,20,3480,1620
2001,5,F,25,2910,1970
2001,5,F,30,2040,1290
2001,5,F,35,1520,920
2001,5,F,40,1120,630
2001,5,F,45,810,530
2001,5,F,50,490,440
2001,5,F,55,330,250
2001,5,F,60,240,170
2001,5,F,65,190,100
2001,5,F,70,110,70
2001,5,F,75,80,50
2001,5,F,80,30,30
2001,5,F,85,20,10
2001,5,M,0,930,490
2001,5,M,5,1090,450
2001,5,M,10,1020,380
2001,5,M,15,1980,440
2001,5,M,20,3010,1550
2001,5,M,25,2780,2100
2001,5,M,30,2050,1390
2001,5,M,35,1860,1050
2001,5,M,40,1470,860
2001,5,M,45,1090,700
2001,5,M,50,750,540
2001,5,M,55,460,310
2001,5,M,60,290,170
2001,5,M,65,190,100
2001,5,M,70,120,60
2001,5,M,75,50,40
2001,5,M,80,0,10
2001,5,M,85,0,10
2001,6,F,0,50,40
2001,6,F,5,50,40
2001,6,F,10,60,20
2001,6,F,15,170,50
2001,6,F,20,230,190
2001,6,F,25,190,240
2001,6,F,30,120,120
2001,6,F,35,80,90
2001,6,F,40,60,60
2001,6,F,45,40,40
2001,6,F,50,0,30
2001,6,F,55,30,20
2001,6,F,60,0,10
2001,6,F,65,0,10
2001,6,F,70,0,0
2001,6,F,75,0,0
2001,6,F,80,0,0
2001,6,F,85,0,0
2001,6,M,0,60,50
2001,6,M,5,50,30
2001,6,M,10,50,30
2001,6,M,15,160,40
2001,6,M,20,280,140
2001,6,M,25,220,190
2001,6,M,30,130,130
2001,6,M,35,90,80
2001,6,M,40,60,80
2001,6,M,45,40,80
2001,6,M,50,30,40
2001,6,M,55,40,30
2001,6,M,60,20,20
2001,6,M,65,0,0
2001,6,M,70,0,0
2001,6,M,75,0,0
2001,6,M,80,0,0
2001,6,M,85,0,0
2001,7,F,0,60,40
2001,7,F,5,60,40
2001,7,F,10,70,40
2001,7,F,15,80,50
2001,7,F,20,190,140
2001,7,F,25,220,190
2001,7,F,30,170,140
2001,7,F,35,110,100
2001,7,F,40,70,70
2001,7,F,45,60,60
2001,7,F,50,50,50
2001,7,F,55,30,20
2001,7,F,60,20,0
2001,7,F,65,0,0
2001,7,F,70,0,0
2001,7,F,75,0,0
2001,7,F,80,0,0
2001,7,F,85,0,0
2001,7,M,0,70,60
2001,7,M,5,90,50
2001,7,M,10,60,50
2001,7,M,15,90,40
2001,7,M,20,120,110
2001,7,M,25,220,200
2001,7,M,30,150,140
2001,7,M,35,140,100
2001,7,M,40,100,90
2001,7,M,45,80,70
2001,7,M,50,70,70
2001,7,M,55,60,40
2001,7,M,60,30,30
2001,7,M,65,30,0
2001,7,M,70,0,0
2001,7,M,75,0,0
2001,7,M,80,0,0
2001,7,M,85,0,0
2001,8,F,0,160,150
2001,8,F,5,170,190
2001,8,F,10,140,140
2001,8,F,15,350,130
2001,8,F,20,530,270
2001,8,F,25,480,430
2001,8,F,30,420,390
2001,8,F,35,310,310
2001,8,F,40,210,250
2001,8,F,45,140,210
2001,8,F,50,110,170
2001,8,F,55,70,80
2001,8,F,60,0,30
2001,8,F,65,20,0
2001,8,F,70,0,0
2001,8,F,75,0,0
2001,8,F,80,0,0
2001,8,F,85,0,0
2001,8,M,0,200,140
2001,8,M,5,170,160
2001,8,M,10,150,150
2001,8,M,15,370,130
2001,8,M,20,510,250
2001,8,M,25,480,410
2001,8,M,30,390,370
2001,8,M,35,340,360
2001,8,M,40,270,270
2001,8,M,45,190,230
2001,8,M,50,150,220
2001,8,M,55,90,120
2001,8,M,60,50,30
2001,8,M,65,0,0
2001,8,M,70,0,0
2001,8,M,75,0,0
2001,8,M,80,0,0
2001,8,M,85,0,0
2002,1,F,0,3030,2020
2002,1,F,5,2880,1840
2002,1,F,10,2600,1410
2002,1,F,15,7010,1940
2002,1,F,20,13690,6720
2002,1,F,25,14700,9950
2002,1,F,30,9670,7020
2002,1,F,35,5900,4380
2002,1,F,40,3880,3160
2002,1,F,45,2570,2110
2002,1,F,50,1990,1570
2002,1,F,55,1460,1050
2002,1,F,60,1160,730
2002,1,F,65,860,580
2002,1,F,70,470,390
2002,1,F,75,270,230
2002,1,F,80,110,120
2002,1,F,85,40,50
2002,1,M,0,3230,1980
2002,1,M,5,3060,1930
2002,1,M,10,2770,1450
2002,1,M,15,6890,1950
2002,1,M,20,12080,6380
2002,1,M,25,13900,10060
2002,1,M,30,10240,7480
2002,1,M,35,7070,5190
2002,1,M,40,4820,3940
2002,1,M,45,3250,2720
2002,1,M,50,2370,1990
2002,1,M,55,1670,1300
2002,1,M,60,1120,690
2002,1,M,65,860,570
2002,1,M,70,480,380
2002,1,M,75,220,200
2002,1,M,80,110,90
2002,1,M,85,40,40
2002,2,F,0,1710,1090
2002,2,F,5,1710,1020
2002,2,F,10,1560,730
2002,2,F,15,5870,1020
2002,2,F,20,9600,3940
2002,2,F,25,7620,5140
2002,2,F,30,4970,3650
2002,2,F,35,3040,2260
2002,2,F,40,2110,1540
2002,2,F,45,1320,1160
2002,2,F,50,1000,850
2002,2,F,55,650,540
2002,2,F,60,530,380
2002,2,F,65,380,310
2002,2,F,70,230,230
2002,2,F,75,120,110
2002,2,F,80,70,50
2002,2,F,85,30,30
2002,2,M,0,1890,1050
2002,2,M,5,1830,1000
2002,2,M,10,1750,820
2002,2,M,15,5430,1130
2002,2,M,20,9130,4170
2002,2,M,25,7420,5410
2002,2,M,30,5090,3690
2002,2,M,35,3540,2600
2002,2,M,40,2560,1910
2002,2,M,45,1770,1350
2002,2,M,50,1240,1030
2002,2,M,55,810,700
2002,2,M,60,510,390
2002,2,M,65,400,320
2002,2,M,70,260,210
2002,2,M,75,120,100
2002,2,M,80,50,50
2002,2,M,85,0,0
2002,3,F,0,1250,810
2002,3,F,5,1470,750
2002,3,F,10,1410,650
2002,3,F,15,2770,840
2002,3,F,20,5980,3140
2002,3,F,25,6070,3990
2002,3,F,30,3670,2530
2002,3,F,35,2400,1510
2002,3,F,40,1790,1140
2002,3,F,45,1260,900
2002,3,F,50,1250,760
2002,3,F,55,930,490
2002,3,F,60,750,300
2002,3,F,65,480,170
2002,3,F,70,250,130
2002,3,F,75,130,80
2002,3,F,80,70,30
2002,3,F,85,30,20
2002,3,M,0,1300,850
2002,3,M,5,1460,790
2002,3,M,10,1520,650
2002,3,M,15,2770,800
2002,3,M,20,5330,2600
2002,3,M,25,5070,3620
2002,3,M,30,3460,2530
2002,3,M,35,2570,1720
2002,3,M,40,1930,1360
2002,3,M,45,1440,1140
2002,3,M,50,1240,970
2002,3,M,55,930,670
2002,3,M,60,780,400
2002,3,M,65,520,210
2002,3,M,70,260,140
2002,3,M,75,120,70
2002,3,M,80,40,40
2002,3,M,85,20,20
2002,4,F,0,330,250
2002,4,F,5,310,200
2002,4,F,10,310,160
2002,4,F,15,820,230
2002,4,F,20,1470,810
2002,4,F,25,1260,1020
2002,4,F,30,830,690
2002,4,F,35,560,420
2002,4,F,40,360,310
2002,4,F,45,240,250
2002,4,F,50,160,230
2002,4,F,55,110,150
2002,4,F,60,90,70
2002,4,F,65,60,60
2002,4,F,70,40,40
2002,4,F,75,0,30
2002,4,F,80,0,0
2002,4,F,85,0,0
2002,4,M,0,330,210
2002,4,M,5,340,200
2002,4,M,10,310,150
2002,4,M,15,860,180
2002,4,M,20,1280,690
2002,4,M,25,1140,930
2002,4,M,30,870,660
2002,4,M,35,640,470
2002,4,M,40,420,360
2002,4,M,45,300,290
2002,4,M,50,220,230
2002,4,M,55,130,170
2002,4,M,60,100,80
2002,4,M,65,60,50
2002,4,M,70,60,50
2002,4,M,75,30,0
2002,4,M,80,0,20
2002,4,M,85,0,0
2002,5,F,0,910,530
2002,5,F,5,1030,520
2002,5,F,10,1000,370
2002,5,F,15,2240,510
2002,5,F,20,3840,1740
2002,5,F,25,3110,2030
2002,5,F,30,2260,1480
2002,5,F,35,1620,980
2002,5,F,40,1190,730
2002,5,F,45,820,530
2002,5,F,50,600,420
2002,5,F,55,430,260
2002,5,F,60,290,150
2002,5,F,65,200,110
2002,5,F,70,120,90
2002,5,F,75,80,50
2002,5,F,80,30,30
2002,5,F,85,20,10
2002,5,M,0,1000,490
2002,5,M,5,1090,500
2002,5,M,10,1060,400
2002,5,M,15,2180,480
2002,5,M,20,3390,1700
2002,5,M,25,2860,2020
2002,5,M,30,2150,1500
2002,5,M,35,1890,1120
2002,5,M,40,1470,860
2002,5,M,45,1080,690
2002,5,M,50,730,590
2002,5,M,55,530,380
2002,5,M,60,290,210
2002,5,M,65,240,140
2002,5,M,70,130,100
2002,5,M,75,60,50
2002,5,M,80,30,30
2002,5,M,85,0,0
2002,6,F,0,60,50
2002,6,F,5,60,50
2002,6,F,10,50,30
2002,6,F,15,170,70
2002,6,F,20,280,200
2002,6,F,25,260,230
2002,6,F,30,150,130
2002,6,F,35,100,100
2002,6,F,40,60,70
2002,6,F,45,50,50
2002,6,F,50,30,40
2002,6,F,55,30,30
2002,6,F,60,20,0
2002,6,F,65,30,20
2002,6,F,70,10,0
2002,6,F,75,0,0
2002,6,F,80,0,0
2002,6,F,85,0,0
2002,6,M,0,50,40
2002,6,M,5,60,50
2002,6,M,10,50,30
2002,6,M,15,170,50
2002,6,M,20,280,150
2002,6,M,25,210,240
2002,6,M,30,170,160
2002,6,M,35,110,110
2002,6,M,40,90,90
2002,6,M,45,50,70
2002,6,M,50,40,50
2002,6,M,55,40,30
2002,6,M,60,30,30
2002,6,M,65,20,0
2002,6,M,70,0,10
2002,6,M,75,0,0
2002,6,M,80,0,0
2002,6,M,85,0,0
2002,7,F,0,70,50
2002,7,F,5,60,60
2002,7,F,10,60,60
2002,7,F,15,70,50
2002,7,F,20,180,110
2002,7,F,25,230,230
2002,7,F,30,160,180
2002,7,F,35,110,110
2002,7,F,40,100,90
2002,7,F,45,60,70
2002,7,F,50,60,60
2002,7,F,55,40,30
2002,7,F,60,30,0
2002,7,F,65,0,0
2002,7,F,70,0,0
2002,7,F,75,0,0
2002,7,F,80,0,0
2002,7,F,85,0,0
2002,7,M,0,70,50
2002,7,M,5,80,80
2002,7,M,10,90,60
2002,7,M,15,80,50
2002,7,M,20,150,120
2002,7,M,25,190,220
2002,7,M,30,140,170
2002,7,M,35,150,130
2002,7,M,40,140,110
2002,7,M,45,90,90
2002,7,M,50,60,80
2002,7,M,55,50,40
2002,7,M,60,40,30
2002,7,M,65,0,20
2002,7,M,70,0,0
2002,7,M,75,0,0
2002,7,M,80,0,0
2002,7,M,85,0,0
2002,8,F,0,160,150
2002,8,F,5,160,200
2002,8,F,10,150,130
2002,8,F,15,370,150
2002,8,F,20,600,290
2002,8,F,25,520,520
2002,8,F,30,380,460
2002,8,F,35,300,360
2002,8,F,40,230,290
2002,8,F,45,180,210
2002,8,F,50,130,200
2002,8,F,55,80,100
2002,8,F,60,60,40
2002,8,F,65,0,30
2002,8,F,70,0,0
2002,8,F,75,0,0
2002,8,F,80,0,0
2002,8,F,85,0,0
2002,8,M,0,150,190
2002,8,M,5,190,170
2002,8,M,10,160,160
2002,8,M,15,350,130
2002,8,M,20,590,300
2002,8,M,25,600,460
2002,8,M,30,400,440
2002,8,M,35,380,360
2002,8,M,40,280,330
2002,8,M,45,230,230
2002,8,M,50,150,270
2002,8,M,55,150,150
2002,8,M,60,80,40
2002,8,M,65,30,0
2002,8,M,70,0,0
2002,8,M,75,0,0
2002,8,M,80,0,0
2002,8,M,85,0,0
2003,1,F,0,3130,1990
2003,1,F,5,3190,1810
2003,1,F,10,2770,1430
2003,1,F,15,6900,2050
2003,1,F,20,14740,6640
2003,1,F,25,15230,9360
2003,1,F,30,10180,7050
2003,1,F,35,5930,4390
2003,1,F,40,3850,3310
2003,1,F,45,2480,2260
2003,1,F,50,1770,1650
2003,1,F,55,1320,1070
2003,1,F,60,980,690
2003,1,F,65,730,570
2003,1,F,70,430,370
2003,1,F,75,250,240
2003,1,F,80,120,140
2003,1,F,85,40,50
2003,1,M,0,3240,2040
2003,1,M,5,3220,1870
